intento,inicio_utc,inicio_epoch,fin_epoch,estado,folio,latencia_ms,error
23,2026-09-20T05:38:10.105+00:00,1789882690.105149,1789882690.112553,ok,292,7.355,
24,2026-09-20T05:38:10.305+00:00,1789882690.305305,1789882690.315403,ok,293,10.044,
25,2026-09-20T05:38:10.505+00:00,1789882690.505396,1789882690.513108,ok,294,7.680,
26,2026-09-20T05:38:10.705+00:00,1789882690.705559,1789882690.712233,ok,295,6.629,
27,2026-09-20T05:38:10.905+00:00,1789882690.905668,1789882690.914010,ok,296,8.301,
28,2026-09-20T05:38:11.105+00:00,1789882691.105821,1789882691.113867,ok,297,7.997,
29,2026-09-20T05:38:11.305+00:00,1789882691.305949,1789882693.313967,error,,2007.700,QueryCanceled: query execution canceled due to statement timeout
30,2026-09-20T05:38:13.314+00:00,1789882693.314241,1789882695.316769,error,,2002.482,QueryCanceled: query execution canceled due to statement timeout
31,2026-09-20T05:38:15.317+00:00,1789882695.317007,1789882696.788324,ok,298,1471.205,
32,2026-09-20T05:38:16.788+00:00,1789882696.788772,1789882696.797859,ok,299,9.044,
33,2026-09-20T05:38:16.988+00:00,1789882696.988988,1789882696.995438,ok,300,6.384,
34,2026-09-20T05:38:17.189+00:00,1789882697.189094,1789882697.345890,ok,301,156.765,
35,2026-09-20T05:38:17.389+00:00,1789882697.389218,1789882697.468112,ok,302,78.807,
36,2026-09-20T05:38:17.589+00:00,1789882697.589335,1789882697.807060,ok,303,217.677,
37,2026-09-20T05:38:17.810+00:00,1789882697.810968,1789882697.966517,ok,304,155.511,
38,2026-09-20T05:38:18.011+00:00,1789882698.011097,1789882698.110651,ok,305,99.514,
39,2026-09-20T05:38:18.211+00:00,1789882698.211215,1789882698.251012,ok,306,39.759,
40,2026-09-20T05:38:18.411+00:00,1789882698.411330,1789882698.489632,ok,307,78.255,
41,2026-09-20T05:38:18.611+00:00,1789882698.611432,1789882698.709957,ok,308,98.483,
42,2026-09-20T05:38:18.811+00:00,1789882698.811566,1789882698.910683,ok,309,99.071,
43,2026-09-20T05:38:19.011+00:00,1789882699.011696,1789882699.093447,ok,310,81.704,
44,2026-09-20T05:38:19.211+00:00,1789882699.211826,1789882699.354931,ok,311,143.058,
45,2026-09-20T05:38:19.411+00:00,1789882699.411937,1789882699.449175,ok,312,37.193,
46,2026-09-20T05:38:19.612+00:00,1789882699.612034,1789882699.752242,ok,313,140.169,
47,2026-09-20T05:38:19.812+00:00,1789882699.812177,1789882699.851259,ok,314,39.046,
48,2026-09-20T05:38:20.012+00:00,1789882700.012290,1789882700.054576,ok,315,42.247,
49,2026-09-20T05:38:20.212+00:00,1789882700.212405,1789882700.236150,ok,316,23.699,
50,2026-09-20T05:38:20.412+00:00,1789882700.412516,1789882700.446708,ok,317,34.160,
51,2026-09-20T05:38:20.612+00:00,1789882700.612578,1789882700.638845,ok,318,26.233,
52,2026-09-20T05:38:20.812+00:00,1789882700.812697,1789882700.881651,ok,319,68.913,
53,2026-09-20T05:38:21.012+00:00,1789882701.012815,1789882701.082640,ok,320,69.772,
54,2026-09-20T05:38:21.213+00:00,1789882701.213106,1789882701.254359,ok,321,41.215,
55,2026-09-20T05:38:21.413+00:00,1789882701.413230,1789882701.484447,ok,322,71.183,
56,2026-09-20T05:38:21.613+00:00,1789882701.613355,1789882701.722903,ok,323,109.504,
57,2026-09-20T05:38:21.813+00:00,1789882701.813459,1789882701.883266,ok,324,69.762,
58,2026-09-20T05:38:22.013+00:00,1789882702.013564,1789882702.072777,ok,325,59.175,
59,2026-09-20T05:38:22.213+00:00,1789882702.213666,1789882702.253337,ok,326,39.620,
60,2026-09-20T05:38:22.413+00:00,1789882702.413771,1789882702.456032,ok,327,42.203,
61,2026-09-20T05:38:22.613+00:00,1789882702.613846,1789882702.651690,ok,328,37.796,
62,2026-09-20T05:38:22.813+00:00,1789882702.813998,1789882702.843872,ok,329,29.842,
63,2026-09-20T05:38:23.014+00:00,1789882703.014134,1789882703.035144,ok,330,20.974,
64,2026-09-20T05:38:23.214+00:00,1789882703.214259,1789882703.245505,ok,331,31.213,
65,2026-09-20T05:38:23.414+00:00,1789882703.414362,1789882703.447822,ok,332,33.393,
66,2026-09-20T05:38:23.614+00:00,1789882703.614443,1789882703.633950,ok,333,19.472,
67,2026-09-20T05:38:23.814+00:00,1789882703.814543,1789882703.848372,ok,334,33.781,
68,2026-09-20T05:38:24.014+00:00,1789882704.014640,1789882704.051780,ok,335,37.071,
69,2026-09-20T05:38:24.214+00:00,1789882704.214752,1789882704.244101,ok,336,29.267,
70,2026-09-20T05:38:24.414+00:00,1789882704.414883,1789882704.444782,ok,337,29.827,
71,2026-09-20T05:38:24.615+00:00,1789882704.615003,1789882704.657356,ok,338,42.313,
72,2026-09-20T05:38:24.815+00:00,1789882704.815131,1789882704.848447,ok,339,33.261,
73,2026-09-20T05:38:25.015+00:00,1789882705.015244,1789882705.079895,ok,340,64.607,
74,2026-09-20T05:38:25.215+00:00,1789882705.215360,1789882705.240883,ok,341,25.474,
75,2026-09-20T05:38:25.415+00:00,1789882705.415463,1789882705.435779,ok,342,20.268,
76,2026-09-20T05:38:25.615+00:00,1789882705.615560,1789882705.667487,ok,343,51.885,
77,2026-09-20T05:38:25.815+00:00,1789882705.815658,1789882705.863952,ok,344,48.254,
78,2026-09-20T05:38:26.015+00:00,1789882706.015747,1789882706.057551,ok,345,41.764,
79,2026-09-20T05:38:26.215+00:00,1789882706.215851,1789882706.242567,ok,346,26.683,
80,2026-09-20T05:38:26.415+00:00,1789882706.415939,1789882706.435811,ok,347,19.839,
81,2026-09-20T05:38:26.616+00:00,1789882706.616043,1789882706.641570,ok,348,25.474,
82,2026-09-20T05:38:26.816+00:00,1789882706.816151,1789882706.854015,ok,349,37.814,
83,2026-09-20T05:38:27.016+00:00,1789882707.016280,1789882707.050384,ok,350,34.022,
84,2026-09-20T05:38:27.216+00:00,1789882707.216392,1789882707.257184,ok,351,40.750,
85,2026-09-20T05:38:27.416+00:00,1789882707.416516,1789882707.486057,ok,352,69.501,
86,2026-09-20T05:38:27.616+00:00,1789882707.616631,1789882707.648338,ok,353,31.649,
87,2026-09-20T05:38:27.816+00:00,1789882707.816750,1789882707.824675,ok,354,7.881,
88,2026-09-20T05:38:28.016+00:00,1789882708.016859,1789882708.025426,ok,355,8.473,
89,2026-09-20T05:38:28.216+00:00,1789882708.216973,1789882708.228156,ok,356,11.127,
90,2026-09-20T05:38:28.417+00:00,1789882708.417086,1789882708.424672,ok,357,7.526,
91,2026-09-20T05:38:28.617+00:00,1789882708.617192,1789882708.626435,ok,358,9.207,
92,2026-09-20T05:38:28.817+00:00,1789882708.817305,1789882708.841055,ok,359,23.711,
93,2026-09-20T05:38:29.017+00:00,1789882709.017426,1789882709.038267,ok,360,20.795,
94,2026-09-20T05:38:29.217+00:00,1789882709.217534,1789882709.241075,ok,361,23.468,
95,2026-09-20T05:38:29.417+00:00,1789882709.417643,1789882709.441774,ok,362,24.079,
96,2026-09-20T05:38:29.617+00:00,1789882709.617763,1789882709.696733,ok,363,78.919,
97,2026-09-20T05:38:29.817+00:00,1789882709.817877,1789882709.833750,ok,364,15.827,
98,2026-09-20T05:38:30.017+00:00,1789882710.017975,1789882710.050529,ok,365,32.509,
99,2026-09-20T05:38:30.218+00:00,1789882710.218083,1789882710.253982,ok,366,35.862,
100,2026-09-20T05:38:30.418+00:00,1789882710.418183,1789882710.461983,ok,367,43.749,
101,2026-09-20T05:38:30.618+00:00,1789882710.618292,1789882710.704931,ok,368,86.600,
102,2026-09-20T05:38:30.818+00:00,1789882710.818420,1789882710.884202,ok,369,65.732,
103,2026-09-20T05:38:31.018+00:00,1789882711.018554,1789882711.100984,ok,370,82.386,
104,2026-09-20T05:38:31.218+00:00,1789882711.218720,1789882711.288123,ok,371,69.319,
105,2026-09-20T05:38:31.418+00:00,1789882711.418843,1789882711.467054,ok,372,48.167,
106,2026-09-20T05:38:31.618+00:00,1789882711.618950,1789882711.673908,ok,373,54.914,
107,2026-09-20T05:38:31.819+00:00,1789882711.819075,1789882711.956844,ok,374,137.720,
108,2026-09-20T05:38:32.019+00:00,1789882712.019199,1789882712.134610,ok,375,115.327,
109,2026-09-20T05:38:32.219+00:00,1789882712.219307,1789882712.252120,ok,376,32.722,
110,2026-09-20T05:38:32.419+00:00,1789882712.419532,1789882712.536274,ok,377,81.249,
111,2026-09-20T05:38:32.619+00:00,1789882712.619662,1789882712.649966,ok,378,30.254,
112,2026-09-20T05:38:32.819+00:00,1789882712.819776,1789882712.894539,ok,379,74.706,
113,2026-09-20T05:38:33.019+00:00,1789882713.019942,1789882713.081017,ok,380,61.027,
114,2026-09-20T05:38:33.220+00:00,1789882713.220063,1789882713.303484,ok,381,83.389,
115,2026-09-20T05:38:33.420+00:00,1789882713.420221,1789882713.454181,ok,382,33.920,
116,2026-09-20T05:38:33.620+00:00,1789882713.620367,1789882713.741485,ok,383,121.079,
117,2026-09-20T05:38:33.820+00:00,1789882713.820515,1789882713.900742,ok,384,80.173,
118,2026-09-20T05:38:34.020+00:00,1789882714.020657,1789882714.153210,ok,385,132.510,
119,2026-09-20T05:38:34.220+00:00,1789882714.220785,1789882714.282439,ok,386,61.606,
120,2026-09-20T05:38:34.420+00:00,1789882714.420934,1789882714.488224,ok,387,67.246,
121,2026-09-20T05:38:34.621+00:00,1789882714.621055,1789882714.713684,ok,388,92.570,
122,2026-09-20T05:38:34.821+00:00,1789882714.821193,1789882714.905980,ok,389,84.740,
123,2026-09-20T05:38:35.021+00:00,1789882715.021353,1789882715.079009,ok,390,57.610,
124,2026-09-20T05:38:35.221+00:00,1789882715.221483,1789882715.312046,ok,391,90.518,
125,2026-09-20T05:38:35.421+00:00,1789882715.421601,1789882715.497083,ok,392,75.438,
126,2026-09-20T05:38:35.621+00:00,1789882715.621731,1789882715.682868,ok,393,61.095,
127,2026-09-20T05:38:35.821+00:00,1789882715.821886,1789882715.875037,ok,394,53.110,
128,2026-09-20T05:38:36.022+00:00,1789882716.022019,1789882716.129672,ok,395,107.615,
129,2026-09-20T05:38:36.222+00:00,1789882716.222137,1789882716.263145,ok,396,40.964,
130,2026-09-20T05:38:36.422+00:00,1789882716.422295,1789882716.452856,ok,397,30.529,
131,2026-09-20T05:38:36.622+00:00,1789882716.622436,1789882716.672197,ok,398,49.727,
132,2026-09-20T05:38:36.822+00:00,1789882716.822593,1789882716.870164,ok,399,47.514,
133,2026-09-20T05:38:37.022+00:00,1789882717.022802,1789882717.088378,ok,400,65.534,
134,2026-09-20T05:38:37.222+00:00,1789882717.222971,1789882717.255298,ok,401,32.286,
135,2026-09-20T05:38:37.423+00:00,1789882717.423094,1789882717.467692,ok,402,44.540,
136,2026-09-20T05:38:37.623+00:00,1789882717.623217,1789882717.660531,ok,403,37.279,
137,2026-09-20T05:38:37.823+00:00,1789882717.823347,1789882717.852876,ok,404,29.490,
138,2026-09-20T05:38:38.023+00:00,1789882718.023476,1789882718.099712,ok,405,76.196,
139,2026-09-20T05:38:38.223+00:00,1789882718.223596,1789882718.256958,ok,406,33.317,
140,2026-09-20T05:38:38.423+00:00,1789882718.423728,1789882718.462569,ok,407,38.801,
141,2026-09-20T05:38:38.624+00:00,1789882718.624009,1789882718.659998,ok,408,35.947,
142,2026-09-20T05:38:38.824+00:00,1789882718.824151,1789882718.893862,ok,409,69.670,
143,2026-09-20T05:38:39.024+00:00,1789882719.024265,1789882719.120468,ok,410,96.144,
144,2026-09-20T05:38:39.224+00:00,1789882719.224378,1789882719.262711,ok,411,38.287,
145,2026-09-20T05:38:39.424+00:00,1789882719.424508,1789882719.432234,ok,412,7.677,
146,2026-09-20T05:38:39.624+00:00,1789882719.624619,1789882719.634624,ok,413,9.964,
147,2026-09-20T05:38:39.824+00:00,1789882719.824736,1789882719.832171,ok,414,7.391,
148,2026-09-20T05:38:40.024+00:00,1789882720.024853,1789882720.032984,ok,415,8.097,
149,2026-09-20T05:38:40.224+00:00,1789882720.224972,1789882720.231078,ok,416,6.075,
150,2026-09-20T05:38:40.425+00:00,1789882720.425083,1789882720.431352,ok,417,6.237,
151,2026-09-20T05:38:40.625+00:00,1789882720.625239,1789882720.631924,ok,418,6.621,
152,2026-09-20T05:38:40.825+00:00,1789882720.825360,1789882720.832720,ok,419,7.323,
153,2026-09-20T05:38:41.025+00:00,1789882721.025486,1789882721.033070,ok,420,7.530,
154,2026-09-20T05:38:41.225+00:00,1789882721.225600,1789882721.232005,ok,421,6.362,
155,2026-09-20T05:38:41.425+00:00,1789882721.425730,1789882721.432110,ok,422,6.336,
156,2026-09-20T05:38:41.625+00:00,1789882721.625854,1789882721.631612,ok,423,5.715,
157,2026-09-20T05:38:41.825+00:00,1789882721.825973,1789882721.831628,ok,424,5.623,
158,2026-09-20T05:38:42.026+00:00,1789882722.026119,1789882722.032824,ok,425,6.666,
159,2026-09-20T05:38:42.226+00:00,1789882722.226266,1789882722.232513,ok,426,6.215,
160,2026-09-20T05:38:42.426+00:00,1789882722.426386,1789882722.432825,ok,427,6.389,
161,2026-09-20T05:38:42.626+00:00,1789882722.626483,1789882722.632505,ok,428,5.968,
162,2026-09-20T05:38:42.826+00:00,1789882722.826612,1789882722.832949,ok,429,6.288,
163,2026-09-20T05:38:43.026+00:00,1789882723.026724,1789882723.032619,ok,430,5.859,
164,2026-09-20T05:38:43.226+00:00,1789882723.226853,1789882723.233426,ok,431,6.538,
165,2026-09-20T05:38:43.426+00:00,1789882723.426979,1789882723.433304,ok,432,6.282,
166,2026-09-20T05:38:43.627+00:00,1789882723.627104,1789882723.632798,ok,433,5.647,
167,2026-09-20T05:38:43.827+00:00,1789882723.827240,1789882723.833290,ok,434,6.017,
168,2026-09-20T05:38:44.027+00:00,1789882724.027378,1789882724.032959,ok,435,5.544,
169,2026-09-20T05:38:44.227+00:00,1789882724.227566,1789882724.237996,ok,436,10.385,
170,2026-09-20T05:38:44.427+00:00,1789882724.427692,1789882724.433419,ok,437,5.679,
171,2026-09-20T05:38:44.627+00:00,1789882724.627875,1789882724.634595,ok,438,6.669,
172,2026-09-20T05:38:44.827+00:00,1789882724.827988,1789882724.834371,ok,439,6.335,
173,2026-09-20T05:38:45.028+00:00,1789882725.028104,1789882725.037478,ok,440,9.329,
174,2026-09-20T05:38:45.228+00:00,1789882725.228203,1789882725.234376,ok,441,6.127,
175,2026-09-20T05:38:45.428+00:00,1789882725.428322,1789882725.433910,ok,442,5.542,
176,2026-09-20T05:38:45.628+00:00,1789882725.628445,1789882725.636680,ok,443,8.191,
177,2026-09-20T05:38:45.828+00:00,1789882725.828561,1789882725.834576,ok,444,5.977,
178,2026-09-20T05:38:46.028+00:00,1789882726.028675,1789882726.035258,ok,445,6.553,
179,2026-09-20T05:38:46.228+00:00,1789882726.228776,1789882726.234774,ok,446,5.959,
180,2026-09-20T05:38:46.428+00:00,1789882726.428915,1789882726.435585,ok,447,6.631,
181,2026-09-20T05:38:46.629+00:00,1789882726.629028,1789882726.635029,ok,448,5.957,
182,2026-09-20T05:38:46.829+00:00,1789882726.829143,1789882726.835608,ok,449,6.417,
183,2026-09-20T05:38:47.029+00:00,1789882727.029258,1789882727.035203,ok,450,5.909,
184,2026-09-20T05:38:47.229+00:00,1789882727.229872,1789882727.236178,ok,451,6.263,
185,2026-09-20T05:38:47.430+00:00,1789882727.430055,1789882727.436478,ok,452,6.377,
186,2026-09-20T05:38:47.630+00:00,1789882727.630174,1789882727.636492,ok,453,6.275,
187,2026-09-20T05:38:47.830+00:00,1789882727.830312,1789882727.836904,ok,454,6.556,
188,2026-09-20T05:38:48.030+00:00,1789882728.030444,1789882728.035386,ok,455,4.895,
189,2026-09-20T05:38:48.230+00:00,1789882728.230551,1789882728.237103,ok,456,6.506,
190,2026-09-20T05:38:48.430+00:00,1789882728.430682,1789882728.437199,ok,457,6.404,
191,2026-09-20T05:38:48.630+00:00,1789882728.630789,1789882728.636834,ok,458,6.012,
192,2026-09-20T05:38:48.830+00:00,1789882728.830905,1789882728.836651,ok,459,5.703,
193,2026-09-20T05:38:49.031+00:00,1789882729.031005,1789882729.037093,ok,460,6.038,
194,2026-09-20T05:38:49.231+00:00,1789882729.231127,1789882729.236962,ok,461,5.781,
195,2026-09-20T05:38:49.431+00:00,1789882729.431240,1789882729.437983,ok,462,6.700,
196,2026-09-20T05:38:49.631+00:00,1789882729.631315,1789882729.636709,ok,463,5.364,
197,2026-09-20T05:38:49.831+00:00,1789882729.831399,1789882729.837558,ok,464,6.128,
198,2026-09-20T05:38:50.031+00:00,1789882730.031472,1789882730.036802,ok,465,5.286,
199,2026-09-20T05:38:50.231+00:00,1789882730.231582,1789882730.237273,ok,466,5.644,
200,2026-09-20T05:38:50.431+00:00,1789882730.431725,1789882730.437289,ok,467,5.523,
201,2026-09-20T05:38:50.631+00:00,1789882730.631851,1789882730.638049,ok,468,6.161,
202,2026-09-20T05:38:50.831+00:00,1789882730.831965,1789882730.841959,ok,469,9.951,
203,2026-09-20T05:38:51.032+00:00,1789882731.032597,1789882731.039704,ok,470,7.057,
204,2026-09-20T05:38:51.232+00:00,1789882731.232875,1789882731.239837,ok,471,6.914,
205,2026-09-20T05:38:51.432+00:00,1789882731.432992,1789882731.438968,ok,472,5.929,
206,2026-09-20T05:38:51.633+00:00,1789882731.633123,1789882731.640162,ok,473,6.992,
207,2026-09-20T05:38:51.833+00:00,1789882731.833236,1789882731.839200,ok,474,5.912,
208,2026-09-20T05:38:52.033+00:00,1789882732.033363,1789882732.040038,ok,475,6.584,
209,2026-09-20T05:38:52.233+00:00,1789882732.233473,1789882732.240368,ok,476,6.839,
210,2026-09-20T05:38:52.433+00:00,1789882732.433585,1789882732.440029,ok,477,6.383,
211,2026-09-20T05:38:52.633+00:00,1789882732.633711,1789882732.639793,ok,478,6.025,
212,2026-09-20T05:38:52.833+00:00,1789882732.833810,1789882732.839435,ok,479,5.579,
213,2026-09-20T05:38:53.033+00:00,1789882733.033965,1789882733.041043,ok,480,7.033,
214,2026-09-20T05:38:53.234+00:00,1789882733.234067,1789882733.240007,ok,481,5.894,
215,2026-09-20T05:38:53.434+00:00,1789882733.434197,1789882733.440145,ok,482,5.899,
216,2026-09-20T05:38:53.634+00:00,1789882733.634301,1789882733.641022,ok,483,6.672,
217,2026-09-20T05:38:53.834+00:00,1789882733.834426,1789882733.841903,ok,484,7.435,
218,2026-09-20T05:38:54.034+00:00,1789882734.034542,1789882734.040849,ok,485,6.263,
219,2026-09-20T05:38:54.234+00:00,1789882734.234631,1789882734.240711,ok,486,6.033,
220,2026-09-20T05:38:54.434+00:00,1789882734.434778,1789882734.440856,ok,487,6.031,
221,2026-09-20T05:38:54.634+00:00,1789882734.634883,1789882734.641347,ok,488,6.425,
222,2026-09-20T05:38:54.835+00:00,1789882734.835016,1789882734.850197,ok,489,15.131,
223,2026-09-20T05:38:55.035+00:00,1789882735.035128,1789882735.041466,ok,490,6.237,
224,2026-09-20T05:38:55.235+00:00,1789882735.235231,1789882735.240435,ok,491,5.161,
225,2026-09-20T05:38:55.435+00:00,1789882735.435373,1789882735.441608,ok,492,6.184,
226,2026-09-20T05:38:55.635+00:00,1789882735.635489,1789882735.641253,ok,493,5.713,
227,2026-09-20T05:38:55.835+00:00,1789882735.835610,1789882735.843157,ok,494,7.516,
228,2026-09-20T05:38:56.035+00:00,1789882736.035755,1789882736.041679,ok,495,5.865,
229,2026-09-20T05:38:56.235+00:00,1789882736.235877,1789882736.242214,ok,496,6.293,
230,2026-09-20T05:38:56.436+00:00,1789882736.436005,1789882736.442112,ok,497,6.058,
231,2026-09-20T05:38:56.636+00:00,1789882736.636099,1789882736.642762,ok,498,6.613,
232,2026-09-20T05:38:56.836+00:00,1789882736.836167,1789882736.842512,ok,499,6.309,
233,2026-09-20T05:38:57.036+00:00,1789882737.036281,1789882737.042303,ok,500,5.982,
234,2026-09-20T05:38:57.236+00:00,1789882737.236410,1789882737.242798,ok,501,6.345,
235,2026-09-20T05:38:57.436+00:00,1789882737.436527,1789882737.443238,ok,502,6.664,
236,2026-09-20T05:38:57.636+00:00,1789882737.636648,1789882737.643737,ok,503,7.038,
237,2026-09-20T05:38:57.836+00:00,1789882737.836758,1789882737.842957,ok,504,6.154,
238,2026-09-20T05:38:58.036+00:00,1789882738.036878,1789882738.042453,ok,505,5.542,
239,2026-09-20T05:38:58.236+00:00,1789882738.236997,1789882738.243965,ok,506,6.921,
240,2026-09-20T05:38:58.437+00:00,1789882738.437117,1789882738.443649,ok,507,6.479,
241,2026-09-20T05:38:58.637+00:00,1789882738.637227,1789882738.658429,ok,508,21.155,
242,2026-09-20T05:38:58.837+00:00,1789882738.837354,1789882738.843932,ok,509,6.533,
243,2026-09-20T05:38:59.037+00:00,1789882739.037478,1789882739.045539,ok,510,8.012,
244,2026-09-20T05:38:59.237+00:00,1789882739.237580,1789882739.243937,ok,511,6.317,
245,2026-09-20T05:38:59.437+00:00,1789882739.437841,1789882739.446234,ok,512,8.334,
246,2026-09-20T05:38:59.637+00:00,1789882739.637970,1789882739.645048,ok,513,7.026,
247,2026-09-20T05:38:59.838+00:00,1789882739.838086,1789882739.846159,ok,514,8.022,
248,2026-09-20T05:39:00.038+00:00,1789882740.038217,1789882740.045010,ok,515,6.760,
249,2026-09-20T05:39:00.238+00:00,1789882740.238362,1789882740.245018,ok,516,6.613,
250,2026-09-20T05:39:00.438+00:00,1789882740.438459,1789882740.444274,ok,517,5.770,
251,2026-09-20T05:39:00.638+00:00,1789882740.638821,1789882740.644635,ok,518,5.780,
252,2026-09-20T05:39:00.838+00:00,1789882740.838917,1789882740.844754,ok,519,5.787,
253,2026-09-20T05:39:01.039+00:00,1789882741.039061,1789882741.044430,ok,520,5.327,
254,2026-09-20T05:39:01.239+00:00,1789882741.239153,1789882741.245086,ok,521,5.888,
255,2026-09-20T05:39:01.439+00:00,1789882741.439277,1789882741.444549,ok,522,5.236,
256,2026-09-20T05:39:01.639+00:00,1789882741.639376,1789882741.645671,ok,523,6.241,
257,2026-09-20T05:39:01.839+00:00,1789882741.839492,1789882741.845790,ok,524,6.256,
258,2026-09-20T05:39:02.039+00:00,1789882742.039592,1789882742.045524,ok,525,5.892,
259,2026-09-20T05:39:02.239+00:00,1789882742.239701,1789882742.246252,ok,526,6.507,
260,2026-09-20T05:39:02.439+00:00,1789882742.439808,1789882742.445391,ok,527,5.543,
261,2026-09-20T05:39:02.676+00:00,1789882742.676462,1789882742.682689,ok,528,6.166,
262,2026-09-20T05:39:02.876+00:00,1789882742.876635,1789882742.882335,ok,529,5.664,
263,2026-09-20T05:39:03.076+00:00,1789882743.076777,1789882743.082692,ok,530,5.880,
264,2026-09-20T05:39:03.276+00:00,1789882743.276959,1789882743.283110,ok,531,6.105,
265,2026-09-20T05:39:03.477+00:00,1789882743.477087,1789882743.482897,ok,532,5.779,
266,2026-09-20T05:39:03.677+00:00,1789882743.677210,1789882743.683444,ok,533,6.158,
267,2026-09-20T05:39:03.877+00:00,1789882743.877403,1789882743.884466,ok,534,7.021,
268,2026-09-20T05:39:04.077+00:00,1789882744.077539,1789882744.084038,ok,535,6.458,
269,2026-09-20T05:39:04.277+00:00,1789882744.277744,1789882744.284404,ok,536,6.611,
270,2026-09-20T05:39:04.477+00:00,1789882744.477942,1789882744.484623,ok,537,6.630,
271,2026-09-20T05:39:04.678+00:00,1789882744.678148,1789882744.684488,ok,538,6.294,
272,2026-09-20T05:39:04.878+00:00,1789882744.878284,1789882744.884204,ok,539,5.875,
273,2026-09-20T05:39:05.078+00:00,1789882745.078439,1789882745.085634,ok,540,7.146,
274,2026-09-20T05:39:05.278+00:00,1789882745.278597,1789882745.284271,ok,541,5.630,
275,2026-09-20T05:39:05.478+00:00,1789882745.478756,1789882745.485843,ok,542,7.039,
276,2026-09-20T05:39:05.678+00:00,1789882745.678905,1789882745.685575,ok,543,6.636,
