intento,inicio_utc,inicio_epoch,fin_epoch,estado,folio,latencia_ms,error
44,2026-09-20T05:36:15.516+00:00,1789882575.516435,1789882575.523576,ok,42,7.106,
45,2026-09-20T05:36:15.716+00:00,1789882575.716558,1789882575.728811,ok,43,12.106,
46,2026-09-20T05:36:15.916+00:00,1789882575.916685,1789882575.926118,ok,44,9.385,
47,2026-09-20T05:36:16.116+00:00,1789882576.116863,1789882576.124168,ok,45,7.251,
48,2026-09-20T05:36:16.317+00:00,1789882576.317226,1789882576.331822,ok,46,14.550,
49,2026-09-20T05:36:16.517+00:00,1789882576.517351,1789882576.527486,ok,47,10.066,
50,2026-09-20T05:36:16.717+00:00,1789882576.717479,1789882576.725186,ok,48,7.662,
51,2026-09-20T05:36:16.917+00:00,1789882576.917594,1789882576.924124,ok,49,6.487,
52,2026-09-20T05:36:17.117+00:00,1789882577.117817,1789882577.126507,ok,50,8.647,
53,2026-09-20T05:36:17.317+00:00,1789882577.317926,1789882577.324693,ok,51,6.721,
54,2026-09-20T05:36:17.518+00:00,1789882577.518043,1789882577.525651,ok,52,7.568,
55,2026-09-20T05:36:17.718+00:00,1789882577.718158,1789882577.726106,ok,53,7.916,
56,2026-09-20T05:36:17.918+00:00,1789882577.918253,1789882577.925143,ok,54,6.771,
57,2026-09-20T05:36:18.118+00:00,1789882578.118368,1789882578.125472,ok,55,7.051,
58,2026-09-20T05:36:18.318+00:00,1789882578.318463,1789882578.326290,ok,56,7.783,
59,2026-09-20T05:36:18.518+00:00,1789882578.518576,1789882578.525487,ok,57,6.860,
60,2026-09-20T05:36:18.718+00:00,1789882578.718691,1789882578.729023,ok,58,10.300,
61,2026-09-20T05:36:18.918+00:00,1789882578.918805,1789882578.929766,ok,59,10.908,
62,2026-09-20T05:36:19.118+00:00,1789882579.118922,1789882579.131238,ok,60,12.274,
63,2026-09-20T05:36:19.319+00:00,1789882579.319043,1789882579.325149,ok,61,6.023,
64,2026-09-20T05:36:19.519+00:00,1789882579.519173,1789882579.526739,ok,62,7.527,
65,2026-09-20T05:36:19.719+00:00,1789882579.719273,1789882579.728135,ok,63,8.825,
66,2026-09-20T05:36:19.919+00:00,1789882579.919479,1789882579.929012,ok,64,9.492,
67,2026-09-20T05:36:20.119+00:00,1789882580.119569,1789882580.127711,ok,65,8.080,
68,2026-09-20T05:36:20.319+00:00,1789882580.319675,1789882580.327027,ok,66,7.299,
69,2026-09-20T05:36:20.519+00:00,1789882580.519766,1789882580.525360,ok,67,5.555,
70,2026-09-20T05:36:20.719+00:00,1789882580.719889,1789882580.726183,ok,68,6.235,
71,2026-09-20T05:36:20.920+00:00,1789882580.920002,1789882580.927588,ok,69,7.545,
72,2026-09-20T05:36:21.120+00:00,1789882581.120121,1789882581.129829,ok,70,9.659,
73,2026-09-20T05:36:21.320+00:00,1789882581.320256,1789882581.327310,ok,71,7.003,
74,2026-09-20T05:36:21.520+00:00,1789882581.520366,1789882581.529197,ok,72,8.790,
75,2026-09-20T05:36:21.720+00:00,1789882581.720485,1789882581.728432,ok,73,7.902,
76,2026-09-20T05:36:21.920+00:00,1789882581.920594,1789882581.928180,ok,74,7.551,
77,2026-09-20T05:36:22.120+00:00,1789882582.120718,1789882582.129182,ok,75,8.420,
78,2026-09-20T05:36:22.320+00:00,1789882582.320818,1789882582.330407,ok,76,9.540,
79,2026-09-20T05:36:22.520+00:00,1789882582.520970,1789882582.529975,ok,77,8.973,
80,2026-09-20T05:36:22.721+00:00,1789882582.721105,1789882582.728609,ok,78,7.456,
81,2026-09-20T05:36:22.921+00:00,1789882582.921168,1789882582.930171,ok,79,8.953,
82,2026-09-20T05:36:23.121+00:00,1789882583.121280,1789882583.131690,ok,80,10.376,
83,2026-09-20T05:36:23.321+00:00,1789882583.321406,1789882583.334232,ok,81,12.780,
84,2026-09-20T05:36:23.521+00:00,1789882583.521514,1789882583.532227,ok,82,10.664,
85,2026-09-20T05:36:23.721+00:00,1789882583.721631,1789882583.732255,ok,83,10.591,
86,2026-09-20T05:36:23.921+00:00,1789882583.921742,1789882583.929862,ok,84,8.072,
87,2026-09-20T05:36:24.121+00:00,1789882584.121867,1789882584.131460,ok,85,9.524,
88,2026-09-20T05:36:24.321+00:00,1789882584.321983,1789882584.332696,ok,86,10.671,
89,2026-09-20T05:36:24.522+00:00,1789882584.522123,1789882584.533294,ok,87,11.134,
90,2026-09-20T05:36:24.722+00:00,1789882584.722230,1789882584.730761,ok,88,8.493,
91,2026-09-20T05:36:24.922+00:00,1789882584.922365,1789882584.932452,ok,89,10.039,
92,2026-09-20T05:36:25.122+00:00,1789882585.122499,1789882585.137305,ok,90,14.763,
93,2026-09-20T05:36:25.322+00:00,1789882585.322619,1789882585.329971,ok,91,7.304,
94,2026-09-20T05:36:25.522+00:00,1789882585.522731,1789882585.534892,ok,92,12.120,
95,2026-09-20T05:36:25.722+00:00,1789882585.722881,1789882585.733384,ok,93,10.466,
96,2026-09-20T05:36:25.922+00:00,1789882585.922987,1789882585.929964,ok,94,6.944,
97,2026-09-20T05:36:26.123+00:00,1789882586.123115,1789882586.132549,ok,95,9.385,
98,2026-09-20T05:36:26.323+00:00,1789882586.323227,1789882586.330285,ok,96,7.015,
99,2026-09-20T05:36:26.523+00:00,1789882586.523342,1789882586.533027,ok,97,9.643,
100,2026-09-20T05:36:26.723+00:00,1789882586.723459,1789882586.732873,ok,98,9.371,
101,2026-09-20T05:36:26.923+00:00,1789882586.923588,1789882586.939266,ok,99,15.643,
102,2026-09-20T05:36:27.123+00:00,1789882587.123693,1789882587.132982,ok,100,9.245,
103,2026-09-20T05:36:27.323+00:00,1789882587.323796,1789882587.331952,ok,101,8.121,
104,2026-09-20T05:36:27.523+00:00,1789882587.523877,1789882587.529690,ok,102,5.768,
105,2026-09-20T05:36:27.723+00:00,1789882587.723996,1789882587.732719,ok,103,8.687,
106,2026-09-20T05:36:27.924+00:00,1789882587.924091,1789882587.932498,ok,104,8.362,
107,2026-09-20T05:36:28.124+00:00,1789882588.124200,1789882588.131732,ok,105,7.500,
108,2026-09-20T05:36:28.324+00:00,1789882588.324318,1789882588.332911,ok,106,8.561,
109,2026-09-20T05:36:28.524+00:00,1789882588.524436,1789882588.539803,ok,107,15.292,
110,2026-09-20T05:36:28.724+00:00,1789882588.724568,1789882588.731890,ok,108,7.290,
111,2026-09-20T05:36:28.924+00:00,1789882588.924703,1789882588.936762,ok,109,12.021,
112,2026-09-20T05:36:29.124+00:00,1789882589.124799,1789882589.133384,ok,110,8.540,
113,2026-09-20T05:36:29.324+00:00,1789882589.324912,1789882589.334242,ok,111,9.268,
114,2026-09-20T05:36:29.525+00:00,1789882589.525023,1789882589.533772,ok,112,8.702,
115,2026-09-20T05:36:29.725+00:00,1789882589.725113,1789882589.732114,ok,113,6.954,
116,2026-09-20T05:36:29.925+00:00,1789882589.925234,1789882589.931387,ok,114,6.108,
117,2026-09-20T05:36:30.125+00:00,1789882590.125330,1789882590.133133,ok,115,7.715,
118,2026-09-20T05:36:30.325+00:00,1789882590.325476,1789882590.333406,ok,116,7.888,
119,2026-09-20T05:36:30.525+00:00,1789882590.525584,1789882590.532157,ok,117,6.531,
120,2026-09-20T05:36:30.725+00:00,1789882590.725698,1789882590.732468,ok,118,6.726,
121,2026-09-20T05:36:30.925+00:00,1789882590.925815,1789882590.932929,ok,119,7.072,
122,2026-09-20T05:36:31.125+00:00,1789882591.125920,1789882591.133271,ok,120,7.306,
123,2026-09-20T05:36:31.326+00:00,1789882591.326037,1789882591.332446,ok,121,6.363,
124,2026-09-20T05:36:31.526+00:00,1789882591.526153,1789882591.534835,ok,122,8.648,
125,2026-09-20T05:36:31.726+00:00,1789882591.726290,1789882591.733865,ok,123,7.536,
126,2026-09-20T05:36:31.926+00:00,1789882591.926405,1789882591.934419,ok,124,7.982,
127,2026-09-20T05:36:32.126+00:00,1789882592.126518,1789882592.133592,ok,125,7.033,
128,2026-09-20T05:36:32.366+00:00,1789882592.366863,1789882592.373742,ok,126,6.834,
129,2026-09-20T05:36:32.566+00:00,1789882592.566979,1789882592.575660,ok,127,8.646,
130,2026-09-20T05:36:32.767+00:00,1789882592.767103,1789882592.774203,ok,128,7.049,
131,2026-09-20T05:36:32.967+00:00,1789882592.967219,1789882592.973280,ok,129,6.025,
132,2026-09-20T05:36:33.167+00:00,1789882593.167344,1789882593.174231,ok,130,6.854,
133,2026-09-20T05:36:33.367+00:00,1789882593.367512,1789882593.375204,ok,131,7.648,
134,2026-09-20T05:36:33.567+00:00,1789882593.567705,1789882593.575333,ok,132,7.579,
135,2026-09-20T05:36:33.767+00:00,1789882593.767828,1789882593.776398,ok,133,8.517,
136,2026-09-20T05:36:33.967+00:00,1789882593.967947,1789882593.977538,ok,134,9.544,
137,2026-09-20T05:36:34.168+00:00,1789882594.168112,1789882594.176302,ok,135,8.144,
138,2026-09-20T05:36:34.368+00:00,1789882594.368272,1789882594.375074,ok,136,6.768,
139,2026-09-20T05:36:34.568+00:00,1789882594.568408,1789882594.576318,ok,137,7.863,
140,2026-09-20T05:36:34.768+00:00,1789882594.768549,1789882594.775511,ok,138,6.917,
141,2026-09-20T05:36:34.968+00:00,1789882594.968691,1789882594.978893,ok,139,10.168,
142,2026-09-20T05:36:35.168+00:00,1789882595.168806,1789882595.180137,ok,140,11.299,
143,2026-09-20T05:36:35.368+00:00,1789882595.368945,1789882595.376665,ok,141,7.684,
144,2026-09-20T05:36:35.569+00:00,1789882595.569072,1789882595.577197,ok,142,8.074,
145,2026-09-20T05:36:35.769+00:00,1789882595.769275,1789882595.778394,ok,143,9.069,
146,2026-09-20T05:36:35.969+00:00,1789882595.969448,1789882595.979742,ok,144,10.248,
147,2026-09-20T05:36:36.169+00:00,1789882596.169571,1789882596.176959,ok,145,7.344,
148,2026-09-20T05:36:36.369+00:00,1789882596.369754,1789882596.383205,ok,146,13.405,
149,2026-09-20T05:36:36.569+00:00,1789882596.569896,1789882596.577924,ok,147,7.983,
150,2026-09-20T05:36:36.770+00:00,1789882596.770014,1789882596.776876,ok,148,6.813,
151,2026-09-20T05:36:36.970+00:00,1789882596.970128,1789882596.978767,ok,149,8.601,
152,2026-09-20T05:36:37.170+00:00,1789882597.170257,1789882597.178464,ok,150,8.159,
153,2026-09-20T05:36:37.370+00:00,1789882597.370381,1789882597.379868,ok,151,9.449,
154,2026-09-20T05:36:37.570+00:00,1789882597.570522,1789882597.577264,ok,152,6.698,
155,2026-09-20T05:36:37.770+00:00,1789882597.770630,1789882597.779592,ok,153,8.906,
156,2026-09-20T05:36:37.970+00:00,1789882597.970819,1789882597.978351,ok,154,7.494,
157,2026-09-20T05:36:38.170+00:00,1789882598.170927,1789882598.180960,ok,155,9.999,
158,2026-09-20T05:36:38.371+00:00,1789882598.371059,1789882598.378431,ok,156,7.325,
159,2026-09-20T05:36:38.571+00:00,1789882598.571211,1789882598.581700,ok,157,10.431,
160,2026-09-20T05:36:38.771+00:00,1789882598.771343,1789882598.779598,ok,158,8.217,
161,2026-09-20T05:36:38.971+00:00,1789882598.971461,1789882598.982891,ok,159,11.385,
162,2026-09-20T05:36:39.171+00:00,1789882599.171574,1789882599.178377,ok,160,6.756,
163,2026-09-20T05:36:39.371+00:00,1789882599.371691,1789882599.378594,ok,161,6.853,
164,2026-09-20T05:36:39.571+00:00,1789882599.571816,1789882599.581199,ok,162,9.351,
165,2026-09-20T05:36:39.771+00:00,1789882599.771939,1789882599.780474,ok,163,8.501,
166,2026-09-20T05:36:39.972+00:00,1789882599.972053,1789882599.980857,ok,164,8.755,
167,2026-09-20T05:36:40.172+00:00,1789882600.172169,1789882600.179424,ok,165,7.212,
168,2026-09-20T05:36:40.372+00:00,1789882600.372334,1789882600.379713,ok,166,7.331,
169,2026-09-20T05:36:40.572+00:00,1789882600.572485,1789882600.581590,ok,167,9.054,
170,2026-09-20T05:36:40.772+00:00,1789882600.772614,1789882600.779520,ok,168,6.874,
171,2026-09-20T05:36:40.972+00:00,1789882600.972728,1789882600.980811,ok,169,8.045,
172,2026-09-20T05:36:41.172+00:00,1789882601.172838,1789882601.179365,ok,170,6.490,
173,2026-09-20T05:36:41.372+00:00,1789882601.372950,1789882601.381260,ok,171,8.271,
174,2026-09-20T05:36:41.573+00:00,1789882601.573096,1789882601.580113,ok,172,6.972,
175,2026-09-20T05:36:41.773+00:00,1789882601.773226,1789882601.780843,ok,173,7.567,
176,2026-09-20T05:36:41.973+00:00,1789882601.973372,1789882601.979248,ok,174,5.831,
177,2026-09-20T05:36:42.173+00:00,1789882602.173494,1789882602.180920,ok,175,7.381,
178,2026-09-20T05:36:42.373+00:00,1789882602.373616,1789882602.381194,ok,176,7.530,
179,2026-09-20T05:36:42.573+00:00,1789882602.573771,1789882602.584110,ok,177,10.307,
180,2026-09-20T05:36:42.773+00:00,1789882602.773899,1789882602.783508,ok,178,9.561,
181,2026-09-20T05:36:42.974+00:00,1789882602.974053,1789882602.980480,ok,179,6.396,
182,2026-09-20T05:36:43.174+00:00,1789882603.174186,1789882603.182711,ok,180,8.481,
183,2026-09-20T05:36:43.374+00:00,1789882603.374266,1789882603.382400,ok,181,7.978,
184,2026-09-20T05:36:43.574+00:00,1789882603.574394,1789882603.584211,ok,182,9.785,
185,2026-09-20T05:36:43.774+00:00,1789882603.774529,1789882603.782489,ok,183,7.928,
186,2026-09-20T05:36:43.974+00:00,1789882603.974664,1789882603.982383,ok,184,7.668,
187,2026-09-20T05:36:44.174+00:00,1789882604.174829,1789882604.186803,ok,185,11.937,
188,2026-09-20T05:36:44.374+00:00,1789882604.374962,1789882604.381557,ok,186,6.559,
189,2026-09-20T05:36:44.575+00:00,1789882604.575097,1789882604.584015,ok,187,8.876,
190,2026-09-20T05:36:44.775+00:00,1789882604.775212,1789882604.782605,ok,188,7.347,
191,2026-09-20T05:36:44.975+00:00,1789882604.975331,1789882604.984871,ok,189,9.494,
192,2026-09-20T05:36:45.175+00:00,1789882605.175463,1789882605.190151,ok,190,14.641,
193,2026-09-20T05:36:45.375+00:00,1789882605.375578,1789882605.385382,ok,191,9.698,
194,2026-09-20T05:36:45.575+00:00,1789882605.575720,1789882605.584899,ok,192,9.133,
195,2026-09-20T05:36:45.775+00:00,1789882605.775845,1789882605.784638,ok,193,8.752,
196,2026-09-20T05:36:45.975+00:00,1789882605.975980,1789882605.986002,ok,194,9.980,
197,2026-09-20T05:36:46.176+00:00,1789882606.176059,1789882606.183694,ok,195,7.589,
198,2026-09-20T05:36:46.376+00:00,1789882606.376170,1789882606.383368,ok,196,7.155,
199,2026-09-20T05:36:46.576+00:00,1789882606.576285,1789882606.585532,ok,197,9.196,
200,2026-09-20T05:36:46.776+00:00,1789882606.776462,1789882606.785392,ok,198,8.886,
201,2026-09-20T05:36:46.976+00:00,1789882606.976609,1789882606.984674,ok,199,8.026,
202,2026-09-20T05:36:47.176+00:00,1789882607.176735,1789882607.183771,ok,200,6.988,
203,2026-09-20T05:36:47.376+00:00,1789882607.376872,1789882607.385261,ok,201,8.354,
204,2026-09-20T05:36:47.577+00:00,1789882607.577003,1789882607.583509,ok,202,6.459,
205,2026-09-20T05:36:47.777+00:00,1789882607.777148,1789882607.787162,ok,203,9.965,
206,2026-09-20T05:36:47.977+00:00,1789882607.977260,1789882607.986899,ok,204,9.601,
207,2026-09-20T05:36:48.177+00:00,1789882608.177362,1789882608.185125,ok,205,7.719,
208,2026-09-20T05:36:48.377+00:00,1789882608.377493,1789882608.387938,ok,206,10.398,
209,2026-09-20T05:36:48.577+00:00,1789882608.577617,1789882608.591123,ok,207,13.463,
210,2026-09-20T05:36:48.777+00:00,1789882608.777735,1789882608.784218,ok,208,6.368,
211,2026-09-20T05:36:48.977+00:00,1789882608.977850,1789882608.986372,ok,209,8.477,
212,2026-09-20T05:36:49.177+00:00,1789882609.177959,1789882609.187277,ok,210,9.258,
213,2026-09-20T05:36:49.378+00:00,1789882609.378057,1789882609.388375,ok,211,10.273,
214,2026-09-20T05:36:49.578+00:00,1789882609.578196,1789882609.586435,ok,212,8.206,
215,2026-09-20T05:36:49.778+00:00,1789882609.778286,1789882609.784791,ok,213,6.467,
216,2026-09-20T05:36:49.978+00:00,1789882609.978449,1789882609.985495,ok,214,6.997,
217,2026-09-20T05:36:50.178+00:00,1789882610.178519,1789882610.186148,ok,215,7.590,
218,2026-09-20T05:36:50.378+00:00,1789882610.378634,1789882610.385847,ok,216,7.176,
219,2026-09-20T05:36:50.578+00:00,1789882610.578766,1789882610.588195,ok,217,9.382,
220,2026-09-20T05:36:50.778+00:00,1789882610.778872,1789882610.786999,ok,218,8.085,
221,2026-09-20T05:36:50.979+00:00,1789882610.979028,1789882610.988788,ok,219,9.717,
222,2026-09-20T05:36:51.179+00:00,1789882611.179136,1789882611.186614,ok,220,7.445,
223,2026-09-20T05:36:51.379+00:00,1789882611.379264,1789882611.386594,ok,221,7.293,
224,2026-09-20T05:36:51.579+00:00,1789882611.579372,1789882611.588161,ok,222,8.748,
225,2026-09-20T05:36:51.779+00:00,1789882611.779464,1789882611.786387,ok,223,6.872,
226,2026-09-20T05:36:51.979+00:00,1789882611.979576,1789882611.986075,ok,224,6.452,
227,2026-09-20T05:36:52.179+00:00,1789882612.179685,1789882612.186101,ok,225,6.365,
228,2026-09-20T05:36:52.379+00:00,1789882612.379808,1789882612.388491,ok,226,8.639,
229,2026-09-20T05:36:52.579+00:00,1789882612.579919,1789882612.586372,ok,227,6.418,
230,2026-09-20T05:36:52.780+00:00,1789882612.780033,1789882612.787462,ok,228,7.397,
231,2026-09-20T05:36:52.980+00:00,1789882612.980144,1789882612.986822,ok,229,6.639,
232,2026-09-20T05:36:53.180+00:00,1789882613.180251,1789882613.188642,ok,230,8.357,
233,2026-09-20T05:36:53.380+00:00,1789882613.380369,1789882613.387347,ok,231,6.936,
234,2026-09-20T05:36:53.580+00:00,1789882613.580479,1789882613.590139,ok,232,9.621,
235,2026-09-20T05:36:53.780+00:00,1789882613.780603,1789882613.787747,ok,233,7.095,
236,2026-09-20T05:36:53.980+00:00,1789882613.980722,1789882613.987385,ok,234,6.624,
237,2026-09-20T05:36:54.180+00:00,1789882614.180842,1789882614.189878,ok,235,8.918,
238,2026-09-20T05:36:54.380+00:00,1789882614.380952,1789882614.388156,ok,236,7.161,
239,2026-09-20T05:36:54.581+00:00,1789882614.581066,1789882614.588727,ok,237,7.617,
240,2026-09-20T05:36:54.781+00:00,1789882614.781183,1789882614.789524,ok,238,8.295,
241,2026-09-20T05:36:54.981+00:00,1789882614.981291,1789882614.990831,ok,239,9.504,
242,2026-09-20T05:36:55.181+00:00,1789882615.181447,1789882615.187863,ok,240,6.362,
243,2026-09-20T05:36:55.381+00:00,1789882615.381588,1789882615.387927,ok,241,6.281,
244,2026-09-20T05:36:55.581+00:00,1789882615.581714,1789882615.598299,ok,242,16.538,
245,2026-09-20T05:36:55.781+00:00,1789882615.781843,1789882615.791784,ok,243,9.899,
246,2026-09-20T05:36:55.981+00:00,1789882615.981949,1789882615.990174,ok,244,8.193,
247,2026-09-20T05:36:56.182+00:00,1789882616.182071,1789882616.188670,ok,245,6.538,
248,2026-09-20T05:36:56.382+00:00,1789882616.382117,1789882616.388440,ok,246,6.281,
249,2026-09-20T05:36:56.582+00:00,1789882616.582193,1789882616.588989,ok,247,6.765,
250,2026-09-20T05:36:56.782+00:00,1789882616.782302,1789882616.791202,ok,248,8.851,
251,2026-09-20T05:36:56.982+00:00,1789882616.982418,1789882616.990002,ok,249,7.539,
252,2026-09-20T05:36:57.182+00:00,1789882617.182553,1789882617.188908,ok,250,6.315,
253,2026-09-20T05:36:57.382+00:00,1789882617.382626,1789882617.389491,ok,251,6.826,
254,2026-09-20T05:36:57.582+00:00,1789882617.582737,1789882617.589835,ok,252,7.055,
255,2026-09-20T05:36:57.782+00:00,1789882617.782846,1789882617.788607,ok,253,5.712,
256,2026-09-20T05:36:57.982+00:00,1789882617.982972,1789882617.989285,ok,254,6.274,
257,2026-09-20T05:36:58.183+00:00,1789882618.183048,1789882618.189637,ok,255,6.538,
258,2026-09-20T05:36:58.383+00:00,1789882618.383156,1789882618.389175,ok,256,5.981,
259,2026-09-20T05:36:58.583+00:00,1789882618.583266,1789882618.591325,ok,257,8.017,
260,2026-09-20T05:36:58.783+00:00,1789882618.783416,1789882618.791961,ok,258,8.498,
261,2026-09-20T05:36:58.983+00:00,1789882618.983522,1789882618.995723,ok,259,12.154,
262,2026-09-20T05:36:59.183+00:00,1789882619.183635,1789882619.191485,ok,260,7.809,
263,2026-09-20T05:36:59.383+00:00,1789882619.383729,1789882619.391685,ok,261,7.910,
264,2026-09-20T05:36:59.583+00:00,1789882619.583863,1789882619.591694,ok,262,7.795,
265,2026-09-20T05:36:59.783+00:00,1789882619.783987,1789882619.790893,ok,263,6.858,
266,2026-09-20T05:36:59.984+00:00,1789882619.984146,1789882619.993474,ok,264,9.280,
267,2026-09-20T05:37:00.184+00:00,1789882620.184298,1789882620.190587,ok,265,6.255,
268,2026-09-20T05:37:00.384+00:00,1789882620.384477,1789882620.391619,ok,266,7.107,
269,2026-09-20T05:37:00.584+00:00,1789882620.584648,1789882620.592827,ok,267,8.145,
270,2026-09-20T05:37:00.784+00:00,1789882620.784772,1789882620.791285,ok,268,6.479,
