caso,intento,inicio_utc,inicio_epoch,fin_epoch,estado,latencia_ms,error
escribe-sj,132,2026-09-20T23:54:24.398+00:00,1789948464.398988,1789948464.420686,ok,21.606,
lee-limon,127,2026-09-20T23:54:24.422+00:00,1789948464.422462,1789948464.424373,ok,1.881,
lee-sj,140,2026-09-20T23:54:24.416+00:00,1789948464.416006,1789948464.426859,ok,10.823,
escribe-limon,116,2026-09-20T23:54:24.467+00:00,1789948464.467697,1789948464.491949,ok,24.218,
escribe-cruza,116,2026-09-20T23:54:24.532+00:00,1789948464.532304,1789948464.557462,ok,25.121,
lee-moneda,173,2026-09-20T23:54:24.601+00:00,1789948464.601760,1789948464.602714,ok,0.916,
escribe-sj,133,2026-09-20T23:54:24.599+00:00,1789948464.599110,1789948464.622335,ok,23.184,
lee-limon,128,2026-09-20T23:54:24.622+00:00,1789948464.622528,1789948464.624060,ok,1.500,
lee-sj,141,2026-09-20T23:54:24.616+00:00,1789948464.616076,1789948464.631035,ok,14.926,
escribe-limon,117,2026-09-20T23:54:24.667+00:00,1789948464.667817,1789948464.691669,ok,23.820,
escribe-cruza,117,2026-09-20T23:54:24.732+00:00,1789948464.732373,1789948464.757727,ok,25.310,
lee-moneda,174,2026-09-20T23:54:24.801+00:00,1789948464.801895,1789948464.802811,ok,0.884,
escribe-sj,134,2026-09-20T23:54:24.799+00:00,1789948464.799230,1789948464.822364,ok,23.095,
lee-limon,129,2026-09-20T23:54:24.822+00:00,1789948464.822594,1789948464.824254,ok,1.632,
lee-sj,142,2026-09-20T23:54:24.816+00:00,1789948464.816143,1789948464.830428,ok,14.256,
escribe-limon,118,2026-09-20T23:54:24.867+00:00,1789948464.867926,1789948464.892323,ok,24.358,
escribe-cruza,118,2026-09-20T23:54:24.932+00:00,1789948464.932445,1789948464.957008,ok,24.524,
lee-moneda,175,2026-09-20T23:54:25.001+00:00,1789948465.001956,1789948465.004084,ok,2.077,
escribe-sj,135,2026-09-20T23:54:24.999+00:00,1789948464.999303,1789948465.012814,ok,13.473,
lee-sj,143,2026-09-20T23:54:25.016+00:00,1789948465.016172,1789948465.020104,ok,3.901,
lee-limon,130,2026-09-20T23:54:25.022+00:00,1789948465.022658,1789948465.024107,ok,1.422,
escribe-limon,119,2026-09-20T23:54:25.068+00:00,1789948465.068032,1789948465.092214,ok,24.140,
escribe-cruza,119,2026-09-20T23:54:25.132+00:00,1789948465.132546,1789948465.157451,ok,24.847,
lee-moneda,176,2026-09-20T23:54:25.202+00:00,1789948465.202022,1789948465.203015,ok,0.959,
escribe-sj,136,2026-09-20T23:54:25.199+00:00,1789948465.199373,1789948465.222673,ok,23.243,
lee-limon,131,2026-09-20T23:54:25.222+00:00,1789948465.222781,1789948465.224807,ok,1.969,
lee-sj,144,2026-09-20T23:54:25.216+00:00,1789948465.216227,1789948465.230932,ok,14.678,
escribe-limon,120,2026-09-20T23:54:25.268+00:00,1789948465.268102,1789948465.291618,ok,23.479,
escribe-cruza,120,2026-09-20T23:54:25.332+00:00,1789948465.332616,1789948465.357281,ok,24.585,
lee-moneda,177,2026-09-20T23:54:25.402+00:00,1789948465.402091,1789948465.402977,ok,0.838,
escribe-sj,137,2026-09-20T23:54:25.399+00:00,1789948465.399442,1789948465.419899,ok,20.423,
lee-limon,132,2026-09-20T23:54:25.422+00:00,1789948465.422859,1789948465.424752,ok,1.844,
lee-sj,145,2026-09-20T23:54:25.416+00:00,1789948465.416297,1789948465.427727,ok,11.399,
escribe-limon,121,2026-09-20T23:54:25.468+00:00,1789948465.468142,1789948465.494722,ok,26.545,
escribe-cruza,121,2026-09-20T23:54:25.532+00:00,1789948465.532731,1789948465.556015,ok,23.244,
lee-moneda,178,2026-09-20T23:54:25.602+00:00,1789948465.602154,1789948465.603123,ok,0.936,
escribe-sj,138,2026-09-20T23:54:25.599+00:00,1789948465.599542,1789948465.622462,ok,22.859,
lee-limon,133,2026-09-20T23:54:25.622+00:00,1789948465.622968,1789948465.624418,ok,1.417,
lee-sj,146,2026-09-20T23:54:25.616+00:00,1789948465.616367,1789948465.630950,ok,14.552,
escribe-limon,122,2026-09-20T23:54:25.668+00:00,1789948465.668228,1789948465.692490,ok,24.223,
escribe-cruza,122,2026-09-20T23:54:25.732+00:00,1789948465.732802,1789948465.753196,ok,20.347,
lee-moneda,179,2026-09-20T23:54:25.802+00:00,1789948465.802220,1789948465.803055,ok,0.806,
escribe-sj,139,2026-09-20T23:54:25.799+00:00,1789948465.799624,1789948465.823044,ok,23.382,
lee-limon,134,2026-09-20T23:54:25.823+00:00,1789948465.823077,1789948465.824998,ok,1.894,
lee-sj,147,2026-09-20T23:54:25.816+00:00,1789948465.816435,1789948465.832025,ok,15.555,
escribe-limon,123,2026-09-20T23:54:25.868+00:00,1789948465.868299,1789948465.892052,ok,23.700,
escribe-cruza,123,2026-09-20T23:54:25.932+00:00,1789948465.932922,1789948465.957005,ok,24.012,
lee-moneda,180,2026-09-20T23:54:26.002+00:00,1789948466.002312,1789948466.003598,ok,1.251,
escribe-sj,140,2026-09-20T23:54:25.999+00:00,1789948465.999685,1789948466.023080,ok,23.353,
lee-limon,135,2026-09-20T23:54:26.023+00:00,1789948466.023151,1789948466.024892,ok,1.709,
lee-sj,148,2026-09-20T23:54:26.016+00:00,1789948466.016504,1789948466.031640,ok,15.107,
escribe-limon,124,2026-09-20T23:54:26.068+00:00,1789948466.068368,1789948466.084221,ok,15.812,
escribe-cruza,124,2026-09-20T23:54:26.133+00:00,1789948466.133029,1789948466.158284,ok,25.213,
lee-moneda,181,2026-09-20T23:54:26.202+00:00,1789948466.202428,1789948466.203711,ok,1.186,
escribe-sj,141,2026-09-20T23:54:26.199+00:00,1789948466.199769,1789948466.213620,ok,13.816,
lee-sj,149,2026-09-20T23:54:26.216+00:00,1789948466.216601,1789948466.221501,ok,4.867,
lee-limon,136,2026-09-20T23:54:26.223+00:00,1789948466.223177,1789948466.224974,ok,1.749,
escribe-limon,125,2026-09-20T23:54:26.268+00:00,1789948466.268477,1789948466.293560,ok,25.049,
escribe-cruza,125,2026-09-20T23:54:26.333+00:00,1789948466.333100,1789948466.356489,ok,23.317,
lee-moneda,182,2026-09-20T23:54:26.402+00:00,1789948466.402680,1789948466.403561,ok,0.848,
escribe-sj,142,2026-09-20T23:54:26.399+00:00,1789948466.399838,1789948466.423532,ok,23.654,
lee-limon,137,2026-09-20T23:54:26.423+00:00,1789948466.423251,1789948466.425212,ok,1.925,
lee-sj,150,2026-09-20T23:54:26.416+00:00,1789948466.416671,1789948466.431734,ok,15.031,
escribe-limon,126,2026-09-20T23:54:26.468+00:00,1789948466.468569,1789948466.488056,ok,19.447,
escribe-cruza,126,2026-09-20T23:54:26.533+00:00,1789948466.533127,1789948466.559176,ok,26.002,
lee-moneda,183,2026-09-20T23:54:26.602+00:00,1789948466.602849,1789948466.603935,ok,1.047,
escribe-sj,143,2026-09-20T23:54:26.599+00:00,1789948466.599920,1789948466.622057,ok,22.070,
lee-limon,138,2026-09-20T23:54:26.623+00:00,1789948466.623317,1789948466.624722,ok,1.352,
lee-sj,151,2026-09-20T23:54:26.616+00:00,1789948466.616742,1789948466.630475,ok,13.703,
escribe-limon,127,2026-09-20T23:54:26.668+00:00,1789948466.668674,1789948466.691103,ok,22.395,
escribe-cruza,127,2026-09-20T23:54:26.733+00:00,1789948466.733227,1789948466.765465,ok,32.164,
lee-moneda,184,2026-09-20T23:54:26.802+00:00,1789948466.802916,1789948466.804055,ok,1.101,
escribe-sj,144,2026-09-20T23:54:26.800+00:00,1789948466.800030,1789948466.822730,ok,22.629,
lee-limon,139,2026-09-20T23:54:26.823+00:00,1789948466.823383,1789948466.824914,ok,1.502,
lee-sj,152,2026-09-20T23:54:26.816+00:00,1789948466.816862,1789948466.831055,ok,14.161,
escribe-limon,128,2026-09-20T23:54:26.868+00:00,1789948466.868756,1789948466.894668,ok,25.875,
escribe-cruza,128,2026-09-20T23:54:26.933+00:00,1789948466.933328,1789948466.956833,ok,23.433,
lee-moneda,185,2026-09-20T23:54:27.002+00:00,1789948467.002941,1789948467.003887,ok,0.888,
escribe-sj,145,2026-09-20T23:54:27.000+00:00,1789948467.000136,1789948467.013789,ok,13.613,
lee-sj,153,2026-09-20T23:54:27.016+00:00,1789948467.016928,1789948467.021411,ok,4.456,
lee-limon,140,2026-09-20T23:54:27.023+00:00,1789948467.023460,1789948467.025177,ok,1.675,
escribe-limon,129,2026-09-20T23:54:27.068+00:00,1789948467.068825,1789948467.092327,ok,23.466,
escribe-cruza,129,2026-09-20T23:54:27.133+00:00,1789948467.133437,1789948467.153733,ok,20.259,
lee-moneda,186,2026-09-20T23:54:27.203+00:00,1789948467.203020,1789948467.205748,ok,2.461,
escribe-sj,146,2026-09-20T23:54:27.200+00:00,1789948467.200175,1789948467.223585,ok,23.322,
lee-limon,141,2026-09-20T23:54:27.223+00:00,1789948467.223659,1789948467.225097,ok,1.407,
lee-sj,154,2026-09-20T23:54:27.217+00:00,1789948467.217467,1789948467.231804,ok,14.310,
escribe-limon,130,2026-09-20T23:54:27.268+00:00,1789948467.268906,1789948467.293088,ok,24.140,
escribe-cruza,130,2026-09-20T23:54:27.333+00:00,1789948467.333507,1789948467.359539,ok,25.964,
lee-moneda,187,2026-09-20T23:54:27.403+00:00,1789948467.403101,1789948467.404093,ok,0.962,
escribe-sj,147,2026-09-20T23:54:27.400+00:00,1789948467.400217,1789948467.420704,ok,20.455,
lee-limon,142,2026-09-20T23:54:27.423+00:00,1789948467.423764,1789948467.425803,ok,2.009,
lee-sj,155,2026-09-20T23:54:27.417+00:00,1789948467.417537,1789948467.428678,ok,11.108,
escribe-limon,131,2026-09-20T23:54:27.468+00:00,1789948467.468975,1789948467.492963,ok,23.954,
escribe-cruza,131,2026-09-20T23:54:27.533+00:00,1789948467.533592,1789948467.556664,ok,23.033,
lee-moneda,188,2026-09-20T23:54:27.603+00:00,1789948467.603184,1789948467.604423,ok,1.203,
escribe-sj,148,2026-09-20T23:54:27.600+00:00,1789948467.600300,1789948467.624559,ok,24.219,
lee-limon,143,2026-09-20T23:54:27.623+00:00,1789948467.623865,1789948467.625630,ok,1.738,
lee-sj,156,2026-09-20T23:54:27.617+00:00,1789948467.617606,1789948467.632967,ok,15.327,
escribe-limon,132,2026-09-20T23:54:27.669+00:00,1789948467.669043,1789948467.691066,ok,21.979,
escribe-cruza,132,2026-09-20T23:54:27.733+00:00,1789948467.733665,1789948467.764469,ok,30.771,
lee-moneda,189,2026-09-20T23:54:27.803+00:00,1789948467.803256,1789948467.805794,ok,2.501,
lee-limon,144,2026-09-20T23:54:27.823+00:00,1789948467.823940,1789948467.827220,ok,3.243,
escribe-sj,149,2026-09-20T23:54:27.800+00:00,1789948467.800385,1789948467.830434,ok,30.009,
lee-sj,157,2026-09-20T23:54:27.817+00:00,1789948467.817678,1789948467.841376,ok,23.656,
escribe-limon,133,2026-09-20T23:54:27.869+00:00,1789948467.869833,1789948467.894279,ok,24.406,
escribe-cruza,133,2026-09-20T23:54:27.933+00:00,1789948467.933735,1789948467.956960,ok,23.178,
lee-moneda,190,2026-09-20T23:54:28.003+00:00,1789948468.003325,1789948468.004458,ok,1.096,
escribe-sj,150,2026-09-20T23:54:28.000+00:00,1789948468.000456,1789948468.017632,ok,17.128,
lee-sj,158,2026-09-20T23:54:28.017+00:00,1789948468.017751,1789948468.022823,ok,5.038,
lee-limon,145,2026-09-20T23:54:28.024+00:00,1789948468.024016,1789948468.025788,ok,1.716,
escribe-limon,134,2026-09-20T23:54:28.069+00:00,1789948468.069909,1789948468.095336,ok,25.387,
escribe-cruza,134,2026-09-20T23:54:28.133+00:00,1789948468.133812,1789948468.161684,ok,27.828,
lee-moneda,191,2026-09-20T23:54:28.203+00:00,1789948468.203402,1789948468.206642,ok,3.200,
escribe-sj,151,2026-09-20T23:54:28.200+00:00,1789948468.200527,1789948468.223283,ok,22.713,
lee-limon,146,2026-09-20T23:54:28.224+00:00,1789948468.224080,1789948468.226667,ok,2.472,
lee-sj,159,2026-09-20T23:54:28.217+00:00,1789948468.217819,1789948468.231698,ok,13.845,
escribe-limon,135,2026-09-20T23:54:28.270+00:00,1789948468.270004,1789948468.303714,ok,33.661,
escribe-cruza,135,2026-09-20T23:54:28.333+00:00,1789948468.333888,1789948468.360938,ok,26.989,
lee-moneda,192,2026-09-20T23:54:28.403+00:00,1789948468.403493,1789948468.406429,ok,2.894,
escribe-sj,152,2026-09-20T23:54:28.400+00:00,1789948468.400603,1789948468.422857,ok,22.217,
lee-limon,147,2026-09-20T23:54:28.424+00:00,1789948468.424200,1789948468.425670,ok,1.430,
lee-sj,160,2026-09-20T23:54:28.417+00:00,1789948468.417891,1789948468.427233,ok,9.305,
escribe-limon,136,2026-09-20T23:54:28.470+00:00,1789948468.470076,1789948468.492667,ok,22.548,
escribe-cruza,136,2026-09-20T23:54:28.533+00:00,1789948468.533972,1789948468.556972,ok,22.955,
lee-moneda,193,2026-09-20T23:54:28.603+00:00,1789948468.603572,1789948468.604820,ok,1.152,
escribe-sj,153,2026-09-20T23:54:28.600+00:00,1789948468.600681,1789948468.622005,ok,21.286,
lee-limon,148,2026-09-20T23:54:28.624+00:00,1789948468.624270,1789948468.625961,ok,1.652,
lee-sj,161,2026-09-20T23:54:28.617+00:00,1789948468.617963,1789948468.630324,ok,12.320,
escribe-limon,137,2026-09-20T23:54:28.670+00:00,1789948468.670147,1789948468.693901,ok,23.711,
escribe-cruza,137,2026-09-20T23:54:28.734+00:00,1789948468.734046,1789948468.760872,ok,26.773,
lee-moneda,194,2026-09-20T23:54:28.803+00:00,1789948468.803638,1789948468.804648,ok,0.974,
escribe-sj,154,2026-09-20T23:54:28.800+00:00,1789948468.800750,1789948468.825234,ok,24.443,
lee-limon,149,2026-09-20T23:54:28.824+00:00,1789948468.824341,1789948468.826774,ok,2.400,
lee-sj,162,2026-09-20T23:54:28.818+00:00,1789948468.818037,1789948468.834551,ok,16.458,
escribe-limon,138,2026-09-20T23:54:28.870+00:00,1789948468.870178,1789948468.894356,ok,24.133,
escribe-cruza,138,2026-09-20T23:54:28.934+00:00,1789948468.934142,1789948468.961916,ok,27.739,
lee-moneda,195,2026-09-20T23:54:29.003+00:00,1789948469.003707,1789948469.005940,ok,2.145,
escribe-sj,155,2026-09-20T23:54:29.000+00:00,1789948469.000820,1789948469.025699,ok,24.740,
lee-limon,150,2026-09-20T23:54:29.024+00:00,1789948469.024421,1789948469.026815,ok,2.355,
lee-sj,163,2026-09-20T23:54:29.018+00:00,1789948469.018125,1789948469.032068,ok,13.906,
escribe-limon,139,2026-09-20T23:54:29.070+00:00,1789948469.070251,1789948469.095580,ok,25.284,
escribe-cruza,139,2026-09-20T23:54:29.134+00:00,1789948469.134180,1789948469.161307,ok,27.082,
lee-moneda,196,2026-09-20T23:54:29.203+00:00,1789948469.203785,1789948469.205073,ok,1.249,
escribe-sj,156,2026-09-20T23:54:29.200+00:00,1789948469.200970,1789948469.220770,ok,19.710,
lee-limon,151,2026-09-20T23:54:29.224+00:00,1789948469.224494,1789948469.226197,ok,1.649,
lee-sj,164,2026-09-20T23:54:29.218+00:00,1789948469.218183,1789948469.226350,ok,8.146,
escribe-limon,140,2026-09-20T23:54:29.270+00:00,1789948469.270338,1789948469.300508,ok,29.652,
escribe-cruza,140,2026-09-20T23:54:29.334+00:00,1789948469.334253,1789948469.355512,ok,21.215,
lee-moneda,197,2026-09-20T23:54:29.404+00:00,1789948469.404173,1789948469.407468,ok,3.257,
escribe-sj,157,2026-09-20T23:54:29.401+00:00,1789948469.401087,1789948469.420361,ok,19.051,
lee-limon,152,2026-09-20T23:54:29.424+00:00,1789948469.424603,1789948469.426702,ok,2.061,
lee-sj,165,2026-09-20T23:54:29.418+00:00,1789948469.418234,1789948469.430143,ok,11.874,
escribe-limon,141,2026-09-20T23:54:29.470+00:00,1789948469.470421,1789948469.496969,ok,26.506,
escribe-cruza,141,2026-09-20T23:54:29.534+00:00,1789948469.534324,1789948469.554084,ok,19.696,
lee-moneda,198,2026-09-20T23:54:29.604+00:00,1789948469.604252,1789948469.605390,ok,0.972,
escribe-sj,158,2026-09-20T23:54:29.601+00:00,1789948469.601215,1789948469.627697,ok,26.441,
lee-limon,153,2026-09-20T23:54:29.624+00:00,1789948469.624708,1789948469.628911,ok,4.162,
lee-sj,166,2026-09-20T23:54:29.620+00:00,1789948469.620181,1789948469.636939,ok,16.692,
escribe-limon,142,2026-09-20T23:54:29.670+00:00,1789948469.670494,1789948469.707072,ok,36.536,
escribe-cruza,142,2026-09-20T23:54:29.734+00:00,1789948469.734396,1789948469.764486,ok,30.047,
lee-moneda,199,2026-09-20T23:54:29.804+00:00,1789948469.804314,1789948469.805353,ok,0.984,
escribe-sj,159,2026-09-20T23:54:29.801+00:00,1789948469.801298,1789948469.825038,ok,23.704,
lee-limon,154,2026-09-20T23:54:29.824+00:00,1789948469.824785,1789948469.827184,ok,2.328,
lee-sj,167,2026-09-20T23:54:29.820+00:00,1789948469.820253,1789948469.832720,ok,12.398,
escribe-limon,143,2026-09-20T23:54:29.870+00:00,1789948469.870569,1789948469.901723,ok,31.111,
escribe-cruza,143,2026-09-20T23:54:29.934+00:00,1789948469.934473,1789948469.960031,ok,25.517,
lee-moneda,200,2026-09-20T23:54:30.004+00:00,1789948470.004401,1789948470.005593,ok,1.149,
lee-limon,155,2026-09-20T23:54:30.024+00:00,1789948470.024855,1789948470.026566,ok,1.682,
escribe-sj,160,2026-09-20T23:54:30.001+00:00,1789948470.001369,1789948470.032472,ok,31.061,
lee-sj,168,2026-09-20T23:54:30.020+00:00,1789948470.020323,1789948470.043288,ok,22.927,
escribe-limon,144,2026-09-20T23:54:30.070+00:00,1789948470.070677,1789948470.099507,ok,28.757,
escribe-cruza,144,2026-09-20T23:54:30.134+00:00,1789948470.134549,1789948470.162758,ok,28.169,
lee-moneda,201,2026-09-20T23:54:30.204+00:00,1789948470.204419,1789948470.205562,ok,1.109,
escribe-sj,161,2026-09-20T23:54:30.201+00:00,1789948470.201438,1789948470.218808,ok,17.297,
lee-limon,156,2026-09-20T23:54:30.224+00:00,1789948470.224923,1789948470.226350,ok,1.396,
lee-sj,169,2026-09-20T23:54:30.220+00:00,1789948470.220418,1789948470.228268,ok,7.817,
escribe-limon,145,2026-09-20T23:54:30.270+00:00,1789948470.270756,1789948470.297211,ok,26.417,
escribe-cruza,145,2026-09-20T23:54:30.334+00:00,1789948470.334618,1789948470.357463,ok,22.802,
lee-moneda,202,2026-09-20T23:54:30.404+00:00,1789948470.404488,1789948470.405528,ok,0.987,
lee-limon,157,2026-09-20T23:54:30.425+00:00,1789948470.425034,1789948470.426646,ok,1.565,
escribe-sj,162,2026-09-20T23:54:30.401+00:00,1789948470.401541,1789948470.426817,ok,25.176,
lee-sj,170,2026-09-20T23:54:30.420+00:00,1789948470.420488,1789948470.434107,ok,13.591,
escribe-limon,146,2026-09-20T23:54:30.470+00:00,1789948470.470961,1789948470.494843,ok,23.843,
escribe-cruza,146,2026-09-20T23:54:30.534+00:00,1789948470.534738,1789948470.559278,ok,24.499,
lee-moneda,203,2026-09-20T23:54:30.604+00:00,1789948470.604557,1789948470.605668,ok,1.047,
escribe-sj,163,2026-09-20T23:54:30.601+00:00,1789948470.601611,1789948470.624181,ok,22.521,
lee-limon,158,2026-09-20T23:54:30.625+00:00,1789948470.625104,1789948470.626574,ok,1.434,
lee-sj,171,2026-09-20T23:54:30.620+00:00,1789948470.620556,1789948470.632599,ok,12.014,
escribe-limon,147,2026-09-20T23:54:30.671+00:00,1789948470.671048,1789948470.694748,ok,23.629,
escribe-cruza,147,2026-09-20T23:54:30.734+00:00,1789948470.734845,1789948470.757606,ok,22.687,
lee-moneda,204,2026-09-20T23:54:30.804+00:00,1789948470.804662,1789948470.805645,ok,0.951,
escribe-sj,164,2026-09-20T23:54:30.801+00:00,1789948470.801717,1789948470.822492,ok,20.713,
lee-limon,159,2026-09-20T23:54:30.825+00:00,1789948470.825204,1789948470.826796,ok,1.554,
lee-sj,172,2026-09-20T23:54:30.820+00:00,1789948470.820625,1789948470.830187,ok,9.521,
escribe-limon,148,2026-09-20T23:54:30.871+00:00,1789948470.871131,1789948470.895547,ok,24.376,
escribe-cruza,148,2026-09-20T23:54:30.934+00:00,1789948470.934952,1789948470.958507,ok,23.514,
lee-moneda,205,2026-09-20T23:54:31.004+00:00,1789948471.004720,1789948471.005689,ok,0.934,
escribe-sj,165,2026-09-20T23:54:31.001+00:00,1789948471.001822,1789948471.024575,ok,22.715,
lee-limon,160,2026-09-20T23:54:31.025+00:00,1789948471.025270,1789948471.027085,ok,1.779,
lee-sj,173,2026-09-20T23:54:31.020+00:00,1789948471.020725,1789948471.032758,ok,12.006,
escribe-limon,149,2026-09-20T23:54:31.071+00:00,1789948471.071175,1789948471.100083,ok,28.867,
escribe-cruza,149,2026-09-20T23:54:31.135+00:00,1789948471.135021,1789948471.155703,ok,20.648,
lee-moneda,206,2026-09-20T23:54:31.204+00:00,1789948471.204787,1789948471.205691,ok,0.858,
escribe-sj,166,2026-09-20T23:54:31.201+00:00,1789948471.201893,1789948471.225040,ok,23.107,
lee-limon,161,2026-09-20T23:54:31.225+00:00,1789948471.225337,1789948471.227072,ok,1.705,
lee-sj,174,2026-09-20T23:54:31.220+00:00,1789948471.220784,1789948471.233478,ok,12.666,
escribe-limon,150,2026-09-20T23:54:31.271+00:00,1789948471.271245,1789948471.293323,ok,22.044,
escribe-cruza,150,2026-09-20T23:54:31.335+00:00,1789948471.335093,1789948471.358331,ok,23.198,
lee-moneda,207,2026-09-20T23:54:31.404+00:00,1789948471.404912,1789948471.406068,ok,1.088,
escribe-sj,167,2026-09-20T23:54:31.401+00:00,1789948471.401991,1789948471.426042,ok,24.009,
lee-limon,162,2026-09-20T23:54:31.425+00:00,1789948471.425382,1789948471.426992,ok,1.576,
lee-sj,175,2026-09-20T23:54:31.420+00:00,1789948471.420867,1789948471.434979,ok,14.085,
escribe-limon,151,2026-09-20T23:54:31.471+00:00,1789948471.471317,1789948471.495306,ok,23.951,
escribe-cruza,151,2026-09-20T23:54:31.535+00:00,1789948471.535204,1789948471.558887,ok,23.602,
lee-moneda,208,2026-09-20T23:54:31.604+00:00,1789948471.604977,1789948471.605961,ok,0.935,
escribe-sj,168,2026-09-20T23:54:31.602+00:00,1789948471.602060,1789948471.624650,ok,22.548,
lee-limon,163,2026-09-20T23:54:31.625+00:00,1789948471.625413,1789948471.626986,ok,1.543,
lee-sj,176,2026-09-20T23:54:31.620+00:00,1789948471.620977,1789948471.633060,ok,12.056,
escribe-limon,152,2026-09-20T23:54:31.671+00:00,1789948471.671400,1789948471.695732,ok,24.278,
escribe-cruza,152,2026-09-20T23:54:31.735+00:00,1789948471.735287,1789948471.758857,ok,23.528,
lee-moneda,209,2026-09-20T23:54:31.805+00:00,1789948471.805058,1789948471.806431,ok,1.279,
escribe-sj,169,2026-09-20T23:54:31.802+00:00,1789948471.802189,1789948471.817909,ok,15.686,
lee-sj,177,2026-09-20T23:54:31.821+00:00,1789948471.821045,1789948471.825999,ok,4.924,
lee-limon,164,2026-09-20T23:54:31.825+00:00,1789948471.825486,1789948471.827604,ok,2.089,
escribe-limon,153,2026-09-20T23:54:31.871+00:00,1789948471.871469,1789948471.908132,ok,36.611,
escribe-cruza,153,2026-09-20T23:54:31.935+00:00,1789948471.935356,1789948471.959855,ok,24.425,
lee-moneda,210,2026-09-20T23:54:32.005+00:00,1789948472.005141,1789948472.006419,ok,1.239,
escribe-sj,170,2026-09-20T23:54:32.002+00:00,1789948472.002271,1789948472.023021,ok,20.710,
lee-limon,165,2026-09-20T23:54:32.025+00:00,1789948472.025554,1789948472.027021,ok,1.437,
lee-sj,178,2026-09-20T23:54:32.021+00:00,1789948472.021169,1789948472.030814,ok,9.617,
escribe-limon,154,2026-09-20T23:54:32.071+00:00,1789948472.071539,1789948472.095904,ok,24.327,
escribe-cruza,154,2026-09-20T23:54:32.135+00:00,1789948472.135427,1789948472.155288,ok,19.825,
lee-moneda,211,2026-09-20T23:54:32.205+00:00,1789948472.205172,1789948472.206099,ok,0.892,
escribe-sj,171,2026-09-20T23:54:32.202+00:00,1789948472.202342,1789948472.223394,ok,21.013,
lee-limon,166,2026-09-20T23:54:32.225+00:00,1789948472.225621,1789948472.227290,ok,1.627,
lee-sj,179,2026-09-20T23:54:32.221+00:00,1789948472.221236,1789948472.230817,ok,9.549,
escribe-limon,155,2026-09-20T23:54:32.271+00:00,1789948472.271640,1789948472.293722,ok,22.044,
escribe-cruza,155,2026-09-20T23:54:32.335+00:00,1789948472.335514,1789948472.364713,ok,29.156,
lee-moneda,212,2026-09-20T23:54:32.405+00:00,1789948472.405248,1789948472.415623,ok,10.336,
lee-limon,167,2026-09-20T23:54:32.425+00:00,1789948472.425784,1789948472.431823,ok,6.000,
escribe-sj,172,2026-09-20T23:54:32.402+00:00,1789948472.402466,1789948472.434288,ok,31.778,
lee-sj,180,2026-09-20T23:54:32.425+00:00,1789948472.425610,1789948472.451055,ok,25.402,
escribe-limon,156,2026-09-20T23:54:32.471+00:00,1789948472.471720,1789948472.531510,ok,59.748,
escribe-cruza,156,2026-09-20T23:54:32.535+00:00,1789948472.535586,1789948472.574086,ok,38.349,
lee-moneda,213,2026-09-20T23:54:32.605+00:00,1789948472.605340,1789948472.606376,ok,0.996,
lee-limon,168,2026-09-20T23:54:32.626+00:00,1789948472.626196,1789948472.628245,ok,2.008,
escribe-sj,173,2026-09-20T23:54:32.602+00:00,1789948472.602540,1789948472.634708,ok,32.127,
lee-sj,181,2026-09-20T23:54:32.625+00:00,1789948472.625643,1789948472.644323,ok,18.644,
escribe-limon,157,2026-09-20T23:54:32.671+00:00,1789948472.671798,1789948472.693924,ok,22.089,
escribe-cruza,157,2026-09-20T23:54:32.735+00:00,1789948472.735674,1789948472.766137,ok,30.422,
lee-moneda,214,2026-09-20T23:54:32.805+00:00,1789948472.805626,1789948472.806492,ok,0.831,
escribe-sj,174,2026-09-20T23:54:32.802+00:00,1789948472.802656,1789948472.827591,ok,24.889,
lee-limon,169,2026-09-20T23:54:32.826+00:00,1789948472.826418,1789948472.828168,ok,1.713,
lee-sj,182,2026-09-20T23:54:32.825+00:00,1789948472.825713,1789948472.835461,ok,9.716,
escribe-limon,158,2026-09-20T23:54:32.871+00:00,1789948472.871867,1789948472.896827,ok,24.924,
escribe-cruza,158,2026-09-20T23:54:32.935+00:00,1789948472.935744,1789948472.962206,ok,26.427,
lee-moneda,215,2026-09-20T23:54:33.005+00:00,1789948473.005696,1789948473.006550,ok,0.817,
escribe-sj,175,2026-09-20T23:54:33.002+00:00,1789948473.002727,1789948473.020234,ok,17.385,
lee-sj,183,2026-09-20T23:54:33.025+00:00,1789948473.025783,1789948473.027579,ok,1.760,
lee-limon,170,2026-09-20T23:54:33.026+00:00,1789948473.026488,1789948473.027873,ok,1.365,
escribe-limon,159,2026-09-20T23:54:33.071+00:00,1789948473.071938,1789948473.095860,ok,23.880,
escribe-cruza,159,2026-09-20T23:54:33.135+00:00,1789948473.135812,1789948473.160483,ok,24.630,
lee-moneda,216,2026-09-20T23:54:33.205+00:00,1789948473.205978,1789948473.207452,ok,1.407,
escribe-sj,176,2026-09-20T23:54:33.202+00:00,1789948473.202810,1789948473.227403,ok,24.549,
lee-limon,171,2026-09-20T23:54:33.226+00:00,1789948473.226560,1789948473.229056,ok,2.460,
lee-sj,184,2026-09-20T23:54:33.225+00:00,1789948473.225852,1789948473.236119,ok,10.238,
escribe-limon,160,2026-09-20T23:54:33.272+00:00,1789948473.272027,1789948473.297344,ok,25.275,
escribe-cruza,160,2026-09-20T23:54:33.335+00:00,1789948473.335881,1789948473.360804,ok,24.885,
