caso,intento,inicio_utc,inicio_epoch,fin_epoch,estado,latencia_ms,error
lee-moneda,63,2026-09-20T23:54:02.592+00:00,1789948442.592525,1789948442.593524,ok,0.958,
lee-moneda,64,2026-09-20T23:54:02.792+00:00,1789948442.792595,1789948442.793787,ok,1.140,
lee-moneda,65,2026-09-20T23:54:02.992+00:00,1789948442.992663,1789948442.993672,ok,0.979,
lee-moneda,66,2026-09-20T23:54:03.192+00:00,1789948443.192729,1789948443.193631,ok,0.870,
lee-moneda,67,2026-09-20T23:54:03.392+00:00,1789948443.392795,1789948443.393769,ok,0.942,
escribe-limon,34,2026-09-20T23:54:02.482+00:00,1789948442.482027,1789948443.587619,ok,1105.550,
lee-moneda,68,2026-09-20T23:54:03.592+00:00,1789948443.592865,1789948443.594036,ok,1.067,
lee-moneda,69,2026-09-20T23:54:03.793+00:00,1789948443.793029,1789948443.794005,ok,0.944,
lee-moneda,70,2026-09-20T23:54:03.993+00:00,1789948443.993094,1789948443.994598,ok,1.473,
lee-sj,52,2026-09-20T23:54:02.086+00:00,1789948442.086491,1789948444.089118,error,2002.551,QueryCanceled: query execution canceled due to statement timeout
escribe-cruza,33,2026-09-20T23:54:02.032+00:00,1789948442.032631,1789948444.090613,error,2057.946,QueryCanceled: query execution canceled due to statement timeout
escribe-sj,51,2026-09-20T23:54:02.001+00:00,1789948442.001754,1789948444.090858,error,2089.084,QueryCanceled: query execution canceled due to statement timeout
lee-moneda,71,2026-09-20T23:54:04.193+00:00,1789948444.193166,1789948444.194176,ok,0.944,
lee-moneda,72,2026-09-20T23:54:04.393+00:00,1789948444.393233,1789948444.394217,ok,0.953,
lee-limon,36,2026-09-20T23:54:02.745+00:00,1789948442.745641,1789948444.466603,ok,1720.801,
lee-moneda,73,2026-09-20T23:54:04.593+00:00,1789948444.593298,1789948444.594225,ok,0.894,
lee-moneda,74,2026-09-20T23:54:04.793+00:00,1789948444.793363,1789948444.794294,ok,0.903,
lee-moneda,75,2026-09-20T23:54:04.993+00:00,1789948444.993428,1789948444.994368,ok,0.894,
lee-moneda,76,2026-09-20T23:54:05.193+00:00,1789948445.193494,1789948445.194497,ok,0.968,
lee-sj,53,2026-09-20T23:54:04.089+00:00,1789948444.089340,1789948445.341890,ok,1252.519,
lee-sj,54,2026-09-20T23:54:05.342+00:00,1789948445.342001,1789948445.342968,ok,0.938,
lee-moneda,77,2026-09-20T23:54:05.393+00:00,1789948445.393561,1789948445.394457,ok,0.865,
lee-sj,55,2026-09-20T23:54:05.542+00:00,1789948445.542110,1789948445.543193,ok,1.039,
lee-moneda,78,2026-09-20T23:54:05.593+00:00,1789948445.593627,1789948445.594738,ok,1.084,
escribe-cruza,34,2026-09-20T23:54:04.090+00:00,1789948444.090887,1789948445.691294,ok,1600.338,
lee-sj,56,2026-09-20T23:54:05.742+00:00,1789948445.742211,1789948445.743461,ok,1.224,
lee-moneda,79,2026-09-20T23:54:05.793+00:00,1789948445.793708,1789948445.794780,ok,1.043,
escribe-limon,35,2026-09-20T23:54:03.588+00:00,1789948443.588062,1789948445.927962,ok,2339.858,
lee-sj,57,2026-09-20T23:54:05.942+00:00,1789948445.942293,1789948445.943362,ok,1.042,
lee-moneda,80,2026-09-20T23:54:05.993+00:00,1789948445.993790,1789948445.994800,ok,0.981,
escribe-sj,52,2026-09-20T23:54:04.091+00:00,1789948444.091066,1789948446.094959,error,2003.851,QueryCanceled: query execution canceled due to statement timeout
lee-limon,37,2026-09-20T23:54:04.466+00:00,1789948444.466931,1789948446.116456,ok,1649.487,
lee-limon,38,2026-09-20T23:54:06.116+00:00,1789948446.116582,1789948446.118343,ok,1.728,
lee-moneda,81,2026-09-20T23:54:06.193+00:00,1789948446.193898,1789948446.194846,ok,0.923,
escribe-cruza,35,2026-09-20T23:54:05.691+00:00,1789948445.691435,1789948446.292211,ok,600.738,
lee-limon,39,2026-09-20T23:54:06.316+00:00,1789948446.316666,1789948446.318198,ok,1.447,
lee-moneda,82,2026-09-20T23:54:06.393+00:00,1789948446.393962,1789948446.394938,ok,0.947,
lee-limon,40,2026-09-20T23:54:06.516+00:00,1789948446.516733,1789948446.518196,ok,1.432,
lee-moneda,83,2026-09-20T23:54:06.594+00:00,1789948446.594079,1789948446.595098,ok,0.973,
lee-limon,41,2026-09-20T23:54:06.716+00:00,1789948446.716807,1789948446.718498,ok,1.654,
lee-moneda,84,2026-09-20T23:54:06.794+00:00,1789948446.794146,1789948446.795118,ok,0.940,
lee-limon,42,2026-09-20T23:54:06.916+00:00,1789948446.916928,1789948446.918407,ok,1.453,
lee-moneda,85,2026-09-20T23:54:06.994+00:00,1789948446.994171,1789948446.995038,ok,0.841,
lee-limon,43,2026-09-20T23:54:07.116+00:00,1789948447.116998,1789948447.118772,ok,1.715,
lee-moneda,86,2026-09-20T23:54:07.194+00:00,1789948447.194250,1789948447.195118,ok,0.841,
lee-limon,44,2026-09-20T23:54:07.317+00:00,1789948447.317080,1789948447.318632,ok,1.514,
lee-moneda,87,2026-09-20T23:54:07.394+00:00,1789948447.394499,1789948447.397708,ok,3.175,
lee-limon,45,2026-09-20T23:54:07.517+00:00,1789948447.517153,1789948447.518895,ok,1.709,
lee-moneda,88,2026-09-20T23:54:07.594+00:00,1789948447.594568,1789948447.595515,ok,0.916,
lee-limon,46,2026-09-20T23:54:07.717+00:00,1789948447.717174,1789948447.718698,ok,1.494,
lee-moneda,89,2026-09-20T23:54:07.794+00:00,1789948447.794637,1789948447.795591,ok,0.922,
lee-limon,47,2026-09-20T23:54:07.917+00:00,1789948447.917225,1789948447.919004,ok,1.749,
escribe-limon,36,2026-09-20T23:54:05.928+00:00,1789948445.928110,1789948447.932519,error,2004.375,QueryCanceled: query execution canceled due to statement timeout
lee-moneda,90,2026-09-20T23:54:07.994+00:00,1789948447.994707,1789948447.995687,ok,0.948,
lee-sj,58,2026-09-20T23:54:06.142+00:00,1789948446.142360,1789948448.144121,error,2001.727,QueryCanceled: query execution canceled due to statement timeout
lee-moneda,91,2026-09-20T23:54:08.194+00:00,1789948448.194776,1789948448.195739,ok,0.918,
escribe-sj,53,2026-09-20T23:54:06.095+00:00,1789948446.095088,1789948448.312687,ok,2217.556,
lee-moneda,92,2026-09-20T23:54:08.394+00:00,1789948448.394846,1789948448.396036,ok,1.153,
lee-sj,59,2026-09-20T23:54:08.144+00:00,1789948448.144245,1789948448.408932,ok,264.647,
lee-sj,60,2026-09-20T23:54:08.409+00:00,1789948448.409758,1789948448.410770,ok,0.978,
escribe-cruza,36,2026-09-20T23:54:06.292+00:00,1789948446.292335,1789948448.539744,ok,2247.370,
lee-moneda,93,2026-09-20T23:54:08.594+00:00,1789948448.594952,1789948448.595798,ok,0.821,
lee-sj,61,2026-09-20T23:54:08.609+00:00,1789948448.609823,1789948448.610809,ok,0.952,
escribe-limon,37,2026-09-20T23:54:07.932+00:00,1789948447.932707,1789948448.752394,ok,819.645,
lee-moneda,94,2026-09-20T23:54:08.795+00:00,1789948448.795019,1789948448.795898,ok,0.853,
lee-sj,62,2026-09-20T23:54:08.809+00:00,1789948448.809890,1789948448.810896,ok,0.971,
lee-limon,48,2026-09-20T23:54:08.117+00:00,1789948448.117293,1789948448.816072,ok,698.734,
lee-limon,49,2026-09-20T23:54:08.816+00:00,1789948448.816397,1789948448.817989,ok,1.549,
escribe-cruza,37,2026-09-20T23:54:08.539+00:00,1789948448.539932,1789948448.925429,ok,385.463,
escribe-sj,54,2026-09-20T23:54:08.313+00:00,1789948448.313146,1789948448.992384,ok,679.151,
lee-moneda,95,2026-09-20T23:54:08.995+00:00,1789948448.995064,1789948448.996455,ok,1.340,
lee-limon,50,2026-09-20T23:54:09.016+00:00,1789948449.016473,1789948449.018501,ok,2.000,
escribe-cruza,38,2026-09-20T23:54:08.925+00:00,1789948448.925554,1789948449.022038,ok,96.392,
escribe-limon,38,2026-09-20T23:54:08.752+00:00,1789948448.752580,1789948449.061017,ok,308.404,
escribe-sj,55,2026-09-20T23:54:08.992+00:00,1789948448.992526,1789948449.068059,ok,75.477,
lee-sj,63,2026-09-20T23:54:09.009+00:00,1789948449.009962,1789948449.079121,ok,69.119,
escribe-limon,39,2026-09-20T23:54:09.061+00:00,1789948449.061138,1789948449.093682,ok,32.500,
escribe-cruza,39,2026-09-20T23:54:09.125+00:00,1789948449.125637,1789948449.149623,ok,23.923,
lee-moneda,96,2026-09-20T23:54:09.195+00:00,1789948449.195301,1789948449.196532,ok,1.199,
escribe-sj,56,2026-09-20T23:54:09.192+00:00,1789948449.192596,1789948449.216262,ok,23.626,
lee-limon,51,2026-09-20T23:54:09.216+00:00,1789948449.216539,1789948449.217908,ok,1.336,
lee-sj,64,2026-09-20T23:54:09.210+00:00,1789948449.210046,1789948449.224241,ok,14.165,
escribe-limon,40,2026-09-20T23:54:09.261+00:00,1789948449.261177,1789948449.289351,ok,28.091,
escribe-cruza,40,2026-09-20T23:54:09.325+00:00,1789948449.325720,1789948449.349689,ok,23.935,
lee-moneda,97,2026-09-20T23:54:09.395+00:00,1789948449.395329,1789948449.397295,ok,1.908,
escribe-sj,57,2026-09-20T23:54:09.392+00:00,1789948449.392704,1789948449.416657,ok,23.913,
lee-limon,52,2026-09-20T23:54:09.416+00:00,1789948449.416695,1789948449.418195,ok,1.439,
lee-sj,65,2026-09-20T23:54:09.410+00:00,1789948449.410114,1789948449.425018,ok,14.876,
escribe-limon,41,2026-09-20T23:54:09.461+00:00,1789948449.461272,1789948449.486019,ok,24.675,
escribe-cruza,41,2026-09-20T23:54:09.525+00:00,1789948449.525830,1789948449.543937,ok,18.067,
lee-moneda,98,2026-09-20T23:54:09.595+00:00,1789948449.595717,1789948449.596792,ok,1.014,
escribe-sj,58,2026-09-20T23:54:09.592+00:00,1789948449.592811,1789948449.616399,ok,23.496,
lee-limon,53,2026-09-20T23:54:09.616+00:00,1789948449.616789,1789948449.618227,ok,1.411,
lee-sj,66,2026-09-20T23:54:09.610+00:00,1789948449.610230,1789948449.624334,ok,14.075,
escribe-limon,42,2026-09-20T23:54:09.661+00:00,1789948449.661371,1789948449.686321,ok,24.918,
escribe-cruza,42,2026-09-20T23:54:09.725+00:00,1789948449.725937,1789948449.750217,ok,24.216,
lee-moneda,99,2026-09-20T23:54:09.795+00:00,1789948449.795754,1789948449.796742,ok,0.910,
escribe-sj,59,2026-09-20T23:54:09.792+00:00,1789948449.792893,1789948449.816091,ok,23.162,
lee-limon,54,2026-09-20T23:54:09.816+00:00,1789948449.816859,1789948449.818336,ok,1.447,
lee-sj,67,2026-09-20T23:54:09.810+00:00,1789948449.810299,1789948449.825036,ok,14.706,
escribe-limon,43,2026-09-20T23:54:09.861+00:00,1789948449.861470,1789948449.885548,ok,24.044,
escribe-cruza,43,2026-09-20T23:54:09.926+00:00,1789948449.926057,1789948449.949619,ok,23.521,
lee-moneda,100,2026-09-20T23:54:09.995+00:00,1789948449.995833,1789948449.996837,ok,0.969,
escribe-sj,60,2026-09-20T23:54:09.992+00:00,1789948449.992961,1789948450.016616,ok,23.617,
lee-limon,55,2026-09-20T23:54:10.016+00:00,1789948450.016937,1789948450.018514,ok,1.548,
lee-sj,68,2026-09-20T23:54:10.010+00:00,1789948450.010412,1789948450.024685,ok,14.241,
escribe-limon,44,2026-09-20T23:54:10.061+00:00,1789948450.061539,1789948450.083248,ok,21.670,
escribe-cruza,44,2026-09-20T23:54:10.126+00:00,1789948450.126176,1789948450.149712,ok,23.494,
lee-moneda,101,2026-09-20T23:54:10.195+00:00,1789948450.195870,1789948450.196702,ok,0.800,
escribe-sj,61,2026-09-20T23:54:10.193+00:00,1789948450.193081,1789948450.216684,ok,23.560,
lee-limon,56,2026-09-20T23:54:10.217+00:00,1789948450.217005,1789948450.218481,ok,1.449,
lee-sj,69,2026-09-20T23:54:10.210+00:00,1789948450.210481,1789948450.225080,ok,14.573,
escribe-limon,45,2026-09-20T23:54:10.261+00:00,1789948450.261648,1789948450.285551,ok,23.851,
escribe-cruza,45,2026-09-20T23:54:10.326+00:00,1789948450.326227,1789948450.345305,ok,19.039,
lee-moneda,102,2026-09-20T23:54:10.395+00:00,1789948450.395937,1789948450.396743,ok,0.775,
escribe-sj,62,2026-09-20T23:54:10.393+00:00,1789948450.393151,1789948450.416224,ok,23.035,
lee-limon,57,2026-09-20T23:54:10.417+00:00,1789948450.417068,1789948450.418667,ok,1.563,
lee-sj,70,2026-09-20T23:54:10.410+00:00,1789948450.410554,1789948450.424466,ok,13.885,
escribe-limon,46,2026-09-20T23:54:10.461+00:00,1789948450.461771,1789948450.485748,ok,23.938,
escribe-cruza,46,2026-09-20T23:54:10.526+00:00,1789948450.526297,1789948450.550776,ok,24.441,
lee-moneda,103,2026-09-20T23:54:10.596+00:00,1789948450.596006,1789948450.596984,ok,0.926,
escribe-sj,63,2026-09-20T23:54:10.593+00:00,1789948450.593208,1789948450.616469,ok,23.226,
lee-limon,58,2026-09-20T23:54:10.617+00:00,1789948450.617146,1789948450.618509,ok,1.333,
lee-sj,71,2026-09-20T23:54:10.610+00:00,1789948450.610638,1789948450.624875,ok,14.210,
escribe-limon,47,2026-09-20T23:54:10.661+00:00,1789948450.661880,1789948450.685822,ok,23.907,
escribe-cruza,47,2026-09-20T23:54:10.726+00:00,1789948450.726381,1789948450.750211,ok,23.788,
lee-moneda,104,2026-09-20T23:54:10.796+00:00,1789948450.796075,1789948450.796902,ok,0.792,
escribe-sj,64,2026-09-20T23:54:10.793+00:00,1789948450.793278,1789948450.815681,ok,22.361,
lee-limon,59,2026-09-20T23:54:10.817+00:00,1789948450.817173,1789948450.818674,ok,1.470,
lee-sj,72,2026-09-20T23:54:10.810+00:00,1789948450.810708,1789948450.824008,ok,13.272,
escribe-limon,48,2026-09-20T23:54:10.861+00:00,1789948450.861986,1789948450.886861,ok,24.841,
escribe-cruza,48,2026-09-20T23:54:10.926+00:00,1789948450.926449,1789948450.951782,ok,25.294,
lee-moneda,105,2026-09-20T23:54:10.996+00:00,1789948450.996142,1789948450.997122,ok,0.911,
escribe-sj,65,2026-09-20T23:54:10.993+00:00,1789948450.993348,1789948451.016389,ok,22.997,
lee-limon,60,2026-09-20T23:54:11.017+00:00,1789948451.017239,1789948451.018639,ok,1.370,
lee-sj,73,2026-09-20T23:54:11.010+00:00,1789948451.010814,1789948451.024860,ok,14.005,
escribe-limon,49,2026-09-20T23:54:11.062+00:00,1789948451.062055,1789948451.085943,ok,23.845,
escribe-cruza,49,2026-09-20T23:54:11.126+00:00,1789948451.126551,1789948451.149876,ok,23.193,
lee-moneda,106,2026-09-20T23:54:11.196+00:00,1789948451.196218,1789948451.198421,ok,2.106,
escribe-sj,66,2026-09-20T23:54:11.193+00:00,1789948451.193420,1789948451.219149,ok,25.686,
lee-limon,61,2026-09-20T23:54:11.217+00:00,1789948451.217309,1789948451.220067,ok,2.721,
lee-sj,74,2026-09-20T23:54:11.210+00:00,1789948451.210953,1789948451.224542,ok,13.561,
escribe-limon,50,2026-09-20T23:54:11.262+00:00,1789948451.262169,1789948451.288424,ok,26.213,
escribe-cruza,50,2026-09-20T23:54:11.326+00:00,1789948451.326624,1789948451.351449,ok,24.782,
lee-moneda,107,2026-09-20T23:54:11.396+00:00,1789948451.396329,1789948451.397774,ok,1.360,
escribe-sj,67,2026-09-20T23:54:11.393+00:00,1789948451.393492,1789948451.417649,ok,24.100,
lee-limon,62,2026-09-20T23:54:11.417+00:00,1789948451.417350,1789948451.419639,ok,2.248,
lee-sj,75,2026-09-20T23:54:11.411+00:00,1789948451.411049,1789948451.426557,ok,15.461,
escribe-limon,51,2026-09-20T23:54:11.462+00:00,1789948451.462250,1789948451.491845,ok,29.557,
escribe-cruza,51,2026-09-20T23:54:11.526+00:00,1789948451.526746,1789948451.570571,ok,43.780,
lee-moneda,108,2026-09-20T23:54:11.596+00:00,1789948451.596548,1789948451.599281,ok,2.559,
lee-limon,63,2026-09-20T23:54:11.617+00:00,1789948451.617440,1789948451.620374,ok,2.862,
escribe-sj,68,2026-09-20T23:54:11.593+00:00,1789948451.593583,1789948451.627543,ok,33.671,
lee-sj,76,2026-09-20T23:54:11.611+00:00,1789948451.611130,1789948451.641405,ok,30.245,
escribe-limon,52,2026-09-20T23:54:11.662+00:00,1789948451.662323,1789948451.691116,ok,28.741,
escribe-cruza,52,2026-09-20T23:54:11.726+00:00,1789948451.726817,1789948451.759661,ok,32.798,
lee-moneda,109,2026-09-20T23:54:11.796+00:00,1789948451.796633,1789948451.798569,ok,1.869,
escribe-sj,69,2026-09-20T23:54:11.793+00:00,1789948451.793667,1789948451.818764,ok,25.063,
lee-limon,64,2026-09-20T23:54:11.817+00:00,1789948451.817524,1789948451.819931,ok,2.376,
lee-sj,77,2026-09-20T23:54:11.811+00:00,1789948451.811200,1789948451.827432,ok,16.200,
escribe-limon,53,2026-09-20T23:54:11.862+00:00,1789948451.862442,1789948451.883185,ok,20.637,
escribe-cruza,53,2026-09-20T23:54:11.926+00:00,1789948451.926883,1789948451.952653,ok,25.642,
lee-moneda,110,2026-09-20T23:54:11.996+00:00,1789948451.996752,1789948451.997621,ok,0.843,
lee-limon,65,2026-09-20T23:54:12.017+00:00,1789948452.017604,1789948452.019070,ok,1.430,
escribe-sj,70,2026-09-20T23:54:11.993+00:00,1789948451.993771,1789948452.020636,ok,26.830,
lee-sj,78,2026-09-20T23:54:12.011+00:00,1789948452.011268,1789948452.028573,ok,17.271,
escribe-limon,54,2026-09-20T23:54:12.062+00:00,1789948452.062528,1789948452.087707,ok,25.088,
escribe-cruza,54,2026-09-20T23:54:12.126+00:00,1789948452.126969,1789948452.156296,ok,29.286,
lee-moneda,111,2026-09-20T23:54:12.196+00:00,1789948452.196827,1789948452.197876,ok,1.011,
escribe-sj,71,2026-09-20T23:54:12.193+00:00,1789948452.193844,1789948452.216980,ok,23.098,
lee-limon,66,2026-09-20T23:54:12.217+00:00,1789948452.217672,1789948452.219566,ok,1.839,
lee-sj,79,2026-09-20T23:54:12.211+00:00,1789948452.211342,1789948452.225558,ok,14.181,
escribe-limon,55,2026-09-20T23:54:12.262+00:00,1789948452.262611,1789948452.286613,ok,23.935,
escribe-cruza,55,2026-09-20T23:54:12.327+00:00,1789948452.327040,1789948452.344887,ok,17.805,
lee-moneda,112,2026-09-20T23:54:12.396+00:00,1789948452.396899,1789948452.397863,ok,0.926,
escribe-sj,72,2026-09-20T23:54:12.393+00:00,1789948452.393918,1789948452.410187,ok,16.209,
lee-sj,80,2026-09-20T23:54:12.411+00:00,1789948452.411413,1789948452.418434,ok,6.933,
lee-limon,67,2026-09-20T23:54:12.417+00:00,1789948452.417757,1789948452.419859,ok,2.044,
escribe-limon,56,2026-09-20T23:54:12.462+00:00,1789948452.462686,1789948452.489516,ok,26.730,
escribe-cruza,56,2026-09-20T23:54:12.527+00:00,1789948452.527131,1789948452.551825,ok,24.651,
lee-moneda,113,2026-09-20T23:54:12.596+00:00,1789948452.596969,1789948452.599369,ok,2.361,
lee-limon,68,2026-09-20T23:54:12.617+00:00,1789948452.617827,1789948452.619348,ok,1.490,
escribe-sj,73,2026-09-20T23:54:12.593+00:00,1789948452.593996,1789948452.635679,ok,41.642,
lee-sj,81,2026-09-20T23:54:12.611+00:00,1789948452.611498,1789948452.646768,ok,35.235,
escribe-limon,57,2026-09-20T23:54:12.662+00:00,1789948452.662793,1789948452.690093,ok,27.233,
escribe-cruza,57,2026-09-20T23:54:12.727+00:00,1789948452.727174,1789948452.748309,ok,21.049,
lee-moneda,114,2026-09-20T23:54:12.797+00:00,1789948452.797036,1789948452.797978,ok,0.906,
lee-limon,69,2026-09-20T23:54:12.817+00:00,1789948452.817896,1789948452.819670,ok,1.746,
escribe-sj,74,2026-09-20T23:54:12.794+00:00,1789948452.794065,1789948452.832783,ok,38.672,
lee-sj,82,2026-09-20T23:54:12.811+00:00,1789948452.811596,1789948452.840468,ok,28.833,
escribe-limon,58,2026-09-20T23:54:12.862+00:00,1789948452.862864,1789948452.887090,ok,24.181,
escribe-cruza,58,2026-09-20T23:54:12.927+00:00,1789948452.927243,1789948452.952523,ok,25.242,
lee-moneda,115,2026-09-20T23:54:12.997+00:00,1789948452.997105,1789948452.997919,ok,0.780,
escribe-sj,75,2026-09-20T23:54:12.994+00:00,1789948452.994141,1789948453.017091,ok,22.912,
lee-limon,70,2026-09-20T23:54:13.017+00:00,1789948453.017954,1789948453.019622,ok,1.631,
lee-sj,83,2026-09-20T23:54:13.011+00:00,1789948453.011667,1789948453.025572,ok,13.876,
escribe-limon,59,2026-09-20T23:54:13.062+00:00,1789948453.062924,1789948453.087261,ok,24.295,
escribe-cruza,59,2026-09-20T23:54:13.127+00:00,1789948453.127313,1789948453.150718,ok,23.371,
lee-moneda,116,2026-09-20T23:54:13.197+00:00,1789948453.197173,1789948453.198216,ok,1.009,
escribe-sj,76,2026-09-20T23:54:13.194+00:00,1789948453.194211,1789948453.217690,ok,23.320,
lee-limon,71,2026-09-20T23:54:13.218+00:00,1789948453.218021,1789948453.219550,ok,1.502,
lee-sj,84,2026-09-20T23:54:13.211+00:00,1789948453.211748,1789948453.225862,ok,14.081,
escribe-limon,60,2026-09-20T23:54:13.262+00:00,1789948453.262994,1789948453.286970,ok,23.936,
escribe-cruza,60,2026-09-20T23:54:13.327+00:00,1789948453.327383,1789948453.350574,ok,23.151,
lee-moneda,117,2026-09-20T23:54:13.397+00:00,1789948453.397237,1789948453.398222,ok,0.884,
escribe-sj,77,2026-09-20T23:54:13.394+00:00,1789948453.394280,1789948453.415318,ok,21.000,
lee-limon,72,2026-09-20T23:54:13.418+00:00,1789948453.418077,1789948453.419759,ok,1.634,
lee-sj,85,2026-09-20T23:54:13.411+00:00,1789948453.411818,1789948453.423111,ok,11.262,
escribe-limon,61,2026-09-20T23:54:13.463+00:00,1789948453.463077,1789948453.486637,ok,23.525,
escribe-cruza,61,2026-09-20T23:54:13.527+00:00,1789948453.527484,1789948453.553774,ok,26.241,
lee-moneda,118,2026-09-20T23:54:13.597+00:00,1789948453.597305,1789948453.598340,ok,0.969,
escribe-sj,78,2026-09-20T23:54:13.594+00:00,1789948453.594353,1789948453.617422,ok,23.025,
lee-limon,73,2026-09-20T23:54:13.618+00:00,1789948453.618147,1789948453.619557,ok,1.377,
lee-sj,86,2026-09-20T23:54:13.611+00:00,1789948453.611878,1789948453.626077,ok,14.168,
escribe-limon,62,2026-09-20T23:54:13.663+00:00,1789948453.663104,1789948453.688340,ok,25.197,
escribe-cruza,62,2026-09-20T23:54:13.727+00:00,1789948453.727553,1789948453.751532,ok,23.941,
lee-moneda,119,2026-09-20T23:54:13.797+00:00,1789948453.797432,1789948453.798675,ok,1.204,
escribe-sj,79,2026-09-20T23:54:13.794+00:00,1789948453.794423,1789948453.816840,ok,22.376,
lee-limon,74,2026-09-20T23:54:13.818+00:00,1789948453.818177,1789948453.819599,ok,1.386,
lee-sj,87,2026-09-20T23:54:13.811+00:00,1789948453.811951,1789948453.824639,ok,12.658,
escribe-limon,63,2026-09-20T23:54:13.863+00:00,1789948453.863191,1789948453.887042,ok,23.809,
escribe-cruza,63,2026-09-20T23:54:13.927+00:00,1789948453.927625,1789948453.951608,ok,23.946,
lee-moneda,120,2026-09-20T23:54:13.997+00:00,1789948453.997499,1789948453.998641,ok,1.052,
escribe-sj,80,2026-09-20T23:54:13.994+00:00,1789948453.994504,1789948454.018518,ok,23.980,
lee-limon,75,2026-09-20T23:54:14.018+00:00,1789948454.018249,1789948454.019780,ok,1.501,
lee-sj,88,2026-09-20T23:54:14.012+00:00,1789948454.012021,1789948454.027060,ok,15.007,
escribe-limon,64,2026-09-20T23:54:14.063+00:00,1789948454.063253,1789948454.086871,ok,23.490,
escribe-cruza,64,2026-09-20T23:54:14.127+00:00,1789948454.127750,1789948454.152712,ok,24.927,
lee-moneda,121,2026-09-20T23:54:14.197+00:00,1789948454.197568,1789948454.198432,ok,0.829,
escribe-sj,81,2026-09-20T23:54:14.194+00:00,1789948454.194593,1789948454.217269,ok,22.639,
lee-limon,76,2026-09-20T23:54:14.218+00:00,1789948454.218317,1789948454.219613,ok,1.269,
lee-sj,89,2026-09-20T23:54:14.212+00:00,1789948454.212093,1789948454.225729,ok,13.608,
escribe-limon,65,2026-09-20T23:54:14.263+00:00,1789948454.263326,1789948454.283766,ok,20.401,
escribe-cruza,65,2026-09-20T23:54:14.327+00:00,1789948454.327830,1789948454.351433,ok,23.565,
lee-moneda,122,2026-09-20T23:54:14.397+00:00,1789948454.397636,1789948454.398591,ok,0.917,
escribe-sj,82,2026-09-20T23:54:14.394+00:00,1789948454.394704,1789948454.417489,ok,22.750,
lee-limon,77,2026-09-20T23:54:14.418+00:00,1789948454.418384,1789948454.419920,ok,1.503,
lee-sj,90,2026-09-20T23:54:14.412+00:00,1789948454.412197,1789948454.426211,ok,13.985,
escribe-limon,66,2026-09-20T23:54:14.463+00:00,1789948454.463396,1789948454.489119,ok,25.689,
escribe-cruza,66,2026-09-20T23:54:14.527+00:00,1789948454.527956,1789948454.551304,ok,23.305,
lee-moneda,123,2026-09-20T23:54:14.597+00:00,1789948454.597719,1789948454.598533,ok,0.782,
escribe-sj,83,2026-09-20T23:54:14.594+00:00,1789948454.594778,1789948454.618094,ok,23.273,
lee-limon,78,2026-09-20T23:54:14.618+00:00,1789948454.618426,1789948454.620020,ok,1.564,
lee-sj,91,2026-09-20T23:54:14.612+00:00,1789948454.612266,1789948454.626312,ok,14.016,
escribe-limon,67,2026-09-20T23:54:14.663+00:00,1789948454.663464,1789948454.688741,ok,25.230,
escribe-cruza,67,2026-09-20T23:54:14.728+00:00,1789948454.728027,1789948454.748105,ok,20.011,
lee-moneda,124,2026-09-20T23:54:14.797+00:00,1789948454.797795,1789948454.798836,ok,1.003,
escribe-sj,84,2026-09-20T23:54:14.794+00:00,1789948454.794847,1789948454.817516,ok,22.629,
lee-limon,79,2026-09-20T23:54:14.818+00:00,1789948454.818492,1789948454.819970,ok,1.442,
lee-sj,92,2026-09-20T23:54:14.812+00:00,1789948454.812336,1789948454.825619,ok,13.254,
escribe-limon,68,2026-09-20T23:54:14.863+00:00,1789948454.863565,1789948454.887415,ok,23.811,
escribe-cruza,68,2026-09-20T23:54:14.928+00:00,1789948454.928097,1789948454.948290,ok,20.153,
lee-moneda,125,2026-09-20T23:54:14.997+00:00,1789948454.997862,1789948454.998936,ok,1.029,
escribe-sj,85,2026-09-20T23:54:14.994+00:00,1789948454.994917,1789948455.017875,ok,22.916,
lee-limon,80,2026-09-20T23:54:15.018+00:00,1789948455.018556,1789948455.020274,ok,1.690,
lee-sj,93,2026-09-20T23:54:15.012+00:00,1789948455.012405,1789948455.025646,ok,13.212,
escribe-limon,69,2026-09-20T23:54:15.063+00:00,1789948455.063646,1789948455.087265,ok,23.582,
escribe-cruza,69,2026-09-20T23:54:15.128+00:00,1789948455.128217,1789948455.147949,ok,19.692,
lee-moneda,126,2026-09-20T23:54:15.197+00:00,1789948455.197930,1789948455.198941,ok,0.977,
escribe-sj,86,2026-09-20T23:54:15.194+00:00,1789948455.194984,1789948455.218190,ok,23.152,
lee-limon,81,2026-09-20T23:54:15.218+00:00,1789948455.218625,1789948455.220232,ok,1.578,
lee-sj,94,2026-09-20T23:54:15.212+00:00,1789948455.212489,1789948455.227019,ok,14.496,
escribe-limon,70,2026-09-20T23:54:15.263+00:00,1789948455.263717,1789948455.288100,ok,24.346,
escribe-cruza,70,2026-09-20T23:54:15.328+00:00,1789948455.328286,1789948455.354116,ok,25.793,
lee-moneda,127,2026-09-20T23:54:15.398+00:00,1789948455.398001,1789948455.398847,ok,0.811,
escribe-sj,87,2026-09-20T23:54:15.395+00:00,1789948455.395084,1789948455.418312,ok,23.186,
