ronda,orden,caso,operacion,localidad,motor,regiones_hogar,inicio_utc,latencia_ms,reintentos
56,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.408+00:00,1.304,0
56,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.409+00:00,0.165,0
56,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.409+00:00,0.159,0
56,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.409+00:00,1.412,0
57,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.411+00:00,0.166,0
57,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.411+00:00,0.158,0
57,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.411+00:00,1.425,0
57,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.412+00:00,1.461,0
58,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.414+00:00,1.424,0
58,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.415+00:00,0.168,0
58,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.415+00:00,1.426,0
58,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.417+00:00,0.169,0
59,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.417+00:00,0.161,0
59,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.417+00:00,1.383,0
59,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.419+00:00,1.355,0
59,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.420+00:00,0.176,0
60,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.420+00:00,0.179,0
60,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.420+00:00,1.335,0
60,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.422+00:00,1.485,0
60,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.423+00:00,0.175,0
61,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.423+00:00,0.192,0
61,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.424+00:00,1.404,0
61,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.425+00:00,1.468,0
61,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.427+00:00,0.189,0
62,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.427+00:00,0.167,0
62,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.427+00:00,1.474,0
62,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.428+00:00,1.372,0
62,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.430+00:00,0.191,0
63,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.430+00:00,0.533,0
63,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.431+00:00,1.361,0
63,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.432+00:00,0.196,0
63,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.432+00:00,1.539,0
64,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.434+00:00,1.377,0
64,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.435+00:00,0.172,0
64,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.435+00:00,1.359,0
64,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.437+00:00,0.171,0
65,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.437+00:00,0.161,0
65,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.437+00:00,1.374,0
65,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.438+00:00,0.189,0
65,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.439+00:00,1.829,0
66,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.440+00:00,0.168,0
66,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.441+00:00,1.700,0
66,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.442+00:00,1.490,0
66,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.444+00:00,0.175,0
67,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.444+00:00,1.346,0
67,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.445+00:00,0.169,0
67,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.446+00:00,0.162,0
67,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.446+00:00,1.392,0
68,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.447+00:00,0.172,0
68,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.447+00:00,1.354,0
68,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.449+00:00,1.292,0
68,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.450+00:00,0.172,0
69,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.450+00:00,0.167,0
69,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.450+00:00,1.446,0
69,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.452+00:00,0.221,0
69,4,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.452+00:00,1.485,0
70,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.454+00:00,1.494,0
70,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.455+00:00,0.279,0
70,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.455+00:00,0.250,0
70,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.456+00:00,1.488,0
71,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.457+00:00,1.420,0
71,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.459+00:00,1.524,0
71,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.460+00:00,0.180,0
71,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.460+00:00,0.173,0
72,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.460+00:00,1.331,0
72,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.462+00:00,1.355,0
72,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.463+00:00,0.174,0
72,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.463+00:00,0.180,0
73,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.464+00:00,0.348,0
73,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.464+00:00,1.417,0
73,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.465+00:00,1.417,0
73,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.467+00:00,0.194,0
74,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.467+00:00,0.171,0
74,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.467+00:00,0.174,0
74,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.467+00:00,1.785,0
74,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.469+00:00,1.386,0
75,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.471+00:00,1.329,0
75,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.472+00:00,1.508,0
75,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.473+00:00,0.185,0
75,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.474+00:00,0.186,0
76,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.474+00:00,1.406,0
76,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.475+00:00,1.629,0
76,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.477+00:00,0.190,0
76,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.477+00:00,0.178,0
77,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.477+00:00,0.185,0
77,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.477+00:00,1.556,0
77,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.479+00:00,1.471,0
77,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.481+00:00,0.194,0
78,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.481+00:00,1.338,0
78,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.482+00:00,0.169,0
78,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.482+00:00,1.384,0
78,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.484+00:00,0.203,0
79,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.484+00:00,0.190,0
79,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.484+00:00,0.162,0
79,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.484+00:00,1.510,0
79,4,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.486+00:00,1.539,0
80,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.487+00:00,0.196,0
80,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.488+00:00,1.383,0
80,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.489+00:00,1.490,0
80,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.490+00:00,0.168,0
81,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.491+00:00,1.307,0
81,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.492+00:00,1.450,0
81,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.493+00:00,0.167,0
81,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.494+00:00,0.160,0
82,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.494+00:00,0.158,0
82,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.494+00:00,0.158,0
82,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.494+00:00,1.393,0
82,4,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.496+00:00,1.364,0
83,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.497+00:00,0.211,0
83,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.497+00:00,1.606,0
83,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.499+00:00,0.182,0
83,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.499+00:00,1.480,0
84,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.501+00:00,0.173,0
84,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.501+00:00,1.468,0
84,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.502+00:00,1.374,0
84,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.504+00:00,0.167,0
85,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.504+00:00,1.485,0
85,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.505+00:00,0.223,0
85,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.505+00:00,1.467,0
85,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.507+00:00,0.202,0
86,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.507+00:00,1.451,0
86,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.509+00:00,0.169,0
86,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.509+00:00,0.164,0
86,4,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.509+00:00,1.377,0
87,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.510+00:00,0.177,0
87,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.511+00:00,0.182,0
87,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.511+00:00,1.375,0
87,4,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.512+00:00,1.453,0
88,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.514+00:00,1.491,0
88,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.515+00:00,0.172,0
88,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.515+00:00,1.458,0
88,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.517+00:00,0.174,0
89,1,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.517+00:00,0.162,0
89,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.517+00:00,1.374,0
89,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.519+00:00,1.315,0
89,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.520+00:00,0.170,0
90,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.520+00:00,1.302,0
90,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.521+00:00,0.169,0
90,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.522+00:00,0.161,0
90,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.522+00:00,1.396,0
91,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.523+00:00,0.169,0
91,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.523+00:00,1.378,0
91,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.525+00:00,0.165,0
91,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.525+00:00,1.388,0
92,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.526+00:00,0.204,0
92,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.526+00:00,1.383,0
92,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.528+00:00,0.194,0
92,4,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.528+00:00,1.384,0
93,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.529+00:00,0.166,0
93,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.530+00:00,1.398,0
93,3,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.531+00:00,1.367,0
93,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.532+00:00,0.177,0
94,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.533+00:00,1.276,0
94,2,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.534+00:00,0.176,0
94,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.534+00:00,1.680,0
94,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.536+00:00,0.166,0
95,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.536+00:00,1.263,0
95,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.537+00:00,0.165,0
95,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.537+00:00,0.156,0
95,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.538+00:00,1.293,0
96,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.539+00:00,1.547,0
96,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.540+00:00,1.380,0
96,3,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.542+00:00,0.164,0
96,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.542+00:00,0.156,0
97,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.542+00:00,1.347,0
97,2,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.544+00:00,1.279,0
97,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.545+00:00,0.164,0
97,4,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.545+00:00,0.157,0
98,1,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.545+00:00,1.364,0
98,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.547+00:00,0.165,0
98,3,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.547+00:00,0.158,0
98,4,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.547+00:00,1.365,0
99,1,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.548+00:00,1.357,0
99,2,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.550+00:00,0.178,0
99,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.550+00:00,1.341,0
99,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.551+00:00,0.184,0
100,1,lectura-remota,lectura,remota,postgres-1-nodo,cr-limon,2026-09-17T22:40:48.551+00:00,0.229,0
100,2,escritura-local,escritura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.552+00:00,1.375,0
100,3,escritura-cruza,escritura,cruza,postgres-1-nodo,cr-sj+cr-limon,2026-09-17T22:40:48.553+00:00,1.364,0
100,4,lectura-local,lectura,local,postgres-1-nodo,cr-sj,2026-09-17T22:40:48.554+00:00,0.167,0
